"[all run data]","count bacteria","count neutrophils","count macrophages","count patches with [pcolor > 29] / 709 * 100","count bacteria","count neutrophils","count macrophages","count patches with [pcolor > 29] / 709 * 100","count bacteria","count neutrophils","count macrophages","count patches with [pcolor > 29] / 709 * 100","count bacteria","count neutrophils","count macrophages","count patches with [pcolor > 29] / 709 * 100","count bacteria","count neutrophils","count macrophages","count patches with [pcolor > 29] / 709 * 100","count bacteria","count neutrophils","count macrophages","count patches with [pcolor > 29] / 709 * 100","count bacteria","count neutrophils","count macrophages","count patches with [pcolor > 29] / 709 * 100","count bacteria","count neutrophils","count macrophages","count patches with [pcolor > 29] / 709 * 100","count bacteria","count neutrophils","count macrophages","count patches with [pcolor > 29] / 709 * 100","count bacteria","count neutrophils","count macrophages","count patches with [pcolor > 29] / 709 * 100"
,"366","113","84","37.79971791255289","0","0","40","0","0","0","30","0","0","0","52","0","471","107","80","47.81382228490832","280","113","91","32.29901269393512","548","74","83","32.44005641748942","194","89","83","21.015514809590975","15","104","89","1.692524682651622","83","119","94","12.270803949224259"
,"445","104","84","38.645980253878705","0","0","36","0","0","0","25","0","0","0","50","0","510","104","80","47.95486600846262","368","112","90","32.722143864598024","664","72","84","32.58110014104372","257","82","83","21.156558533145276","19","101","87","2.1156558533145273","96","107","90","11.42454160789845"
,"357","101","82","38.2228490832158","0","0","33","0","0","0","24","0","0","0","50","0","500","101","79","48.801128349788435","255","110","89","35.119887165021154","547","72","83","32.58110014104372","191","78","81","21.57968970380818","10","98","85","2.1156558533145273","62","103","90","10.01410437235543"
,"424","107","85","35.966149506346966","0","0","32","0","0","0","24","0","0","0","48","0","548","112","79","49.083215796897036","329","120","93","35.54301833568406","673","79","85","33.70944992947813","270","86","84","21.438645980253877","12","116","84","2.2566995768688294","77","114","93","8.885754583921015"
,"344","102","86","35.966149506346966","0","0","31","0","0","0","21","0","0","0","44","0","523","99","75","49.78843441466855","239","110","91","33.85049365303244","558","63","84","33.85049365303244","187","76","82","21.156558533145276","9","102","81","1.9746121297602257","52","105","93","7.334273624823695"
,"411","99","86","36.95345557122708","0","0","30","0","0","0","20","0","0","0","43","0","539","88","74","49.647390691114246","330","104","90","34.27362482369535","669","55","82","34.132581100141046","261","75","82","21.015514809590975","10","92","80","1.8335684062059237","68","103","92","5.218617771509168"
,"322","114","86","36.38928067700987","0","0","30","0","0","0","20","0","0","0","43","0","518","92","76","49.647390691114246","244","114","93","33.004231311706626","556","61","82","34.83779971791255","198","87","81","20.451339915373765","6","99","82","1.2693935119887165","50","116","93","3.80818053596615"
,"381","95","83","36.67136812411847","0","0","27","0","0","0","17","0","0","0","39","0","558","85","77","49.50634696755994","315","107","90","34.132581100141046","674","59","83","34.41466854724965","275","86","79","21.438645980253877","5","97","82","0.9873060648801129","68","104","91","2.8208744710860367"
,"298","87","81","34.55571227080395","0","0","27","0","0","0","16","0","0","0","39","0","551","82","77","49.647390691114246","242","104","89","32.58110014104372","554","59","81","34.83779971791255","217","82","79","22.143864598025388","2","97","82","0.7052186177715092","52","96","89","2.6798307475317347"
,"389","95","83","34.55571227080395","0","0","26","0","0","0","16","0","0","0","39","0","556","88","81","49.083215796897036","310","112","92","30.18335684062059","642","73","85","35.966149506346966","290","94","80","23.1311706629055","0","108","83","0.4231311706629055","68","103","92","2.6798307475317347"
,"299","88","82","34.27362482369535","0","0","25","0","0","0","12","0","0","0","36","0","555","78","79","48.23695345557123","244","91","89","29.90126939351199","521","70","84","35.119887165021154","219","89","79","23.695345557122707","0","102","81","0.14104372355430184","52","101","92","2.8208744710860367"
,"400","87","81","33.99153737658674","0","0","24","0","0","0","10","0","0","0","36","0","584","72","79","46.685472496473906","332","83","88","28.49083215796897","643","68","82","36.38928067700987","289","83","79","22.8490832157969","0","100","80","0","75","98","92","2.8208744710860367"
,"294","93","83","35.26093088857546","0","0","24","0","0","0","9","0","0","0","36","0","562","84","81","47.53173483779972","247","95","90","28.913963328631876","527","76","84","36.95345557122708","213","100","83","23.554301833568406","0","108","81","0","55","112","94","2.6798307475317347"
,"390","94","82","34.132581100141046","0","0","21","0","0","0","7","0","0","0","34","0","583","77","82","48.37799717912553","311","86","89","29.33709449929478","651","69","83","36.95345557122708","259","99","81","23.836389280677007","0","100","80","0","66","103","93","2.6798307475317347"
,"311","90","79","31.875881523272216","0","0","19","0","0","0","6","0","0","0","32","0","583","75","82","48.801128349788435","253","82","88","28.208744710860366","528","68","83","38.081805359661494","193","97","79","22.9901269393512","0","97","77","0","46","96","91","2.8208744710860367"
,"422","103","82","33.286318758815234","0","0","19","0","0","0","5","0","0","0","32","0","591","83","85","48.23695345557123","314","89","91","28.63187588152327","643","78","86","37.9407616361072","262","105","81","23.413258110014105","0","106","79","0","54","104","93","3.244005641748942"
,"320","101","82","34.696755994358256","0","0","18","0","0","0","2","0","0","0","27","0","585","77","82","49.083215796897036","243","80","92","28.49083215796897","532","69","87","37.51763046544429","192","94","81","22.566995768688294","0","92","77","0","36","92","93","3.5260930888575457"
,"428","100","81","35.40197461212976","0","0","16","0","0","0","0","0","0","0","27","0","597","74","82","49.083215796897036","308","77","90","26.234132581100138","651","65","86","38.081805359661494","254","90","80","22.002820874471084","0","89","76","0","41","91","92","2.8208744710860367"
,"319","105","85","35.54301833568406","0","0","16","0","0","0","0","0","0","0","26","0","593","86","82","48.51904090267983","232","87","94","25.38787023977433","519","73","88","38.5049365303244","187","107","83","22.143864598025388","0","97","77","0","18","102","95","3.5260930888575457"
,"417","89","84","35.684062059238364","0","0","16","0","0","0","0","0","0","0","26","0","591","75","78","48.94217207334274","300","75","92","24.823695345557123","639","68","88","38.645980253878705","256","100","84","20.87447108603667","0","92","75","0","14","96","95","3.80818053596615"
,"309","80","82","36.24823695345557","0","0","14","0","0","0","0","0","0","0","25","0","593","73","77","48.23695345557123","224","69","92","23.695345557122707","517","68","88","37.51763046544429","184","96","84","20.87447108603667","0","88","73","0","7","94","92","2.8208744710860367"
,"405","91","82","35.684062059238364","0","0","14","0","0","0","0","0","0","0","25","0","604","80","80","47.53173483779972","280","76","93","23.1311706629055","633","75","89","37.79971791255289","242","100","85","21.57968970380818","0","97","75","0","5","106","94","1.9746121297602257"
,"305","84","77","35.40197461212976","0","0","11","0","0","0","0","0","0","0","24","0","598","77","80","46.96755994358251","206","72","94","23.2722143864598","502","69","87","37.37658674188998","181","96","86","21.57968970380818","0","81","74","0","1","97","93","1.5514809590973202"
,"418","82","76","35.684062059238364","0","0","11","0","0","0","0","0","0","0","24","0","611","72","78","45.839210155148095","262","71","92","22.9901269393512","623","65","85","36.10719322990127","242","94","85","20.451339915373765","0","76","72","0","0","90","91","1.1283497884344147"
,"306","89","80","35.82510578279267","0","0","11","0","0","0","0","0","0","0","24","0","622","80","80","44.287729196050776","194","81","93","22.8490832157969","495","71","87","36.67136812411847","175","105","86","19.464033850493653","0","80","74","0","0","103","91","0.846262341325811"
,"393","84","81","35.40197461212976","0","0","9","0","0","0","0","0","0","0","21","0","621","77","81","44.851904090267986","245","74","91","22.9901269393512","619","69","88","35.26093088857546","218","89","87","18.47672778561354","0","69","71","0","0","98","88","0.4231311706629055"
,"289","84","80","34.83779971791255","0","0","8","0","0","0","0","0","0","0","18","0","612","73","79","44.00564174894217","176","68","90","22.708039492242595","500","66","88","34.27362482369535","159","87","84","18.194640338504936","0","65","70","0","0","93","88","0.14104372355430184"
,"397","95","82","36.24823695345557","0","0","8","0","0","0","0","0","0","0","18","0","602","74","83","42.877291960507755","225","75","92","23.413258110014105","600","80","88","34.696755994358256","214","91","85","15.937940761636108","0","73","73","0","0","100","89","0"
,"287","85","82","34.97884344146686","0","0","5","0","0","0","0","0","0","0","15","0","601","71","83","42.31311706629055","156","74","89","22.28490832157969","481","78","88","33.99153737658674","159","82","84","14.950634696755994","0","69","69","0","0","91","89","0"
,"411","80","82","34.83779971791255","0","0","2","0","0","0","0","0","0","0","14","0","601","68","80","42.45416078984485","188","71","88","22.143864598025388","608","78","85","33.42736248236953","218","77","83","14.245416078984485","0","67","68","0","0","89","88","0"
,"299","90","83","35.966149506346966","0","0","2","0","0","0","0","0","0","0","13","0","601","74","84","43.01833568406206","125","78","90","21.861777150916783","473","90","89","35.40197461212976","161","83","86","13.117066290550069","0","73","69","0","0","98","89","0"
,"402","85","83","35.26093088857546","0","0","1","0","0","0","0","0","0","0","9","0","602","71","85","41.889985895627646","160","72","90","21.720733427362482","567","89","87","36.67136812411847","211","71","85","13.822284908321581","0","70","67","0","0","91","88","0"
,"300","81","82","35.40197461212976","0","0","0","0","0","0","0","0","0","0","8","0","593","66","84","41.607898448519045","108","72","88","20.451339915373765","437","87","86","36.81241184767278","154","64","82","13.681241184767279","0","68","66","0","0","80","87","0"
,"400","97","85","34.696755994358256","0","0","0","0","0","0","0","0","0","0","8","0","611","72","85","41.607898448519045","143","75","88","19.040902679830747","557","105","88","37.51763046544429","214","74","84","13.681241184767279","0","77","68","0","0","91","91","0"
,"303","88","85","34.55571227080395","0","0","0","0","0","0","0","0","0","0","7","0","611","70","82","43.30042313117066","103","64","87","17.912552891396334","425","106","87","39.492242595204516","150","71","84","14.386459802538788","0","66","66","0","0","82","87","0"
,"418","83","85","33.42736248236953","0","0","0","0","0","0","0","0","0","0","5","0","613","70","82","43.58251057827927","142","62","87","15.937940761636108","536","105","87","40.62059238363893","189","69","83","14.386459802538788","0","62","66","0","0","79","87","0"
,"316","82","85","33.70944992947813","0","0","0","0","0","0","0","0","0","0","3","0","608","76","82","43.441466854724965","108","71","91","14.386459802538788","396","119","88","40.90267983074753","132","81","86","14.245416078984485","0","68","70","0","0","86","89","0"
,"426","80","85","32.722143864598024","0","0","0","0","0","0","0","0","0","0","1","0","607","74","83","44.56981664315938","147","67","91","13.258110014104371","485","112","89","42.03102961918195","181","77","80","13.540197461212976","0","64","69","0","0","83","89","0"
,"331","76","85","32.722143864598024","0","0","0","0","0","0","0","0","0","0","1","0","585","70","82","44.14668547249647","103","58","91","12.552891396332862","350","104","85","43.58251057827927","130","75","80","13.822284908321581","0","63","67","0","0","83","87","0"
,"448","91","88","33.568406205923836","0","0","0","0","0","0","0","0","0","0","1","0","598","74","85","43.723554301833566","152","68","93","11.56558533145275","470","114","87","42.17207334273625","168","90","82","13.258110014104371","0","65","68","0","0","92","90","0"
,"353","85","86","33.42736248236953","0","0","0","0","0","0","0","0","0","0","0","0","582","65","85","42.17207334273625","114","61","93","11.56558533145275","351","106","87","43.01833568406206","123","89","81","12.270803949224259","0","48","65","0","0","79","88","0"
,"463","80","85","33.85049365303244","0","0","0","0","0","0","0","0","0","0","0","0","601","63","80","40.33850493653032","170","60","93","10.719322990126939","474","96","86","43.58251057827927","162","88","80","11.56558533145275","0","42","63","0","0","73","88","0"
,"358","86","89","34.41466854724965","0","0","0","0","0","0","0","0","0","0","0","0","589","67","82","40.05641748942172","127","67","96","11.283497884344147","349","109","87","44.99294781382229","118","104","84","11.142454160789844","0","56","63","0","0","84","93","0"
,"442","85","88","34.41466854724965","0","0","0","0","0","0","0","0","0","0","0","0","603","66","81","39.77433004231312","183","64","94","11.847672778561353","456","106","85","46.1212976022567","150","101","83","10.155148095909732","0","54","63","0","0","71","90","0"
,"341","82","87","34.27362482369535","0","0","0","0","0","0","0","0","0","0","0","0","615","66","80","39.915373765867415","140","64","93","10.155148095909732","338","101","85","46.262341325811","109","99","82","10.01410437235543","0","53","61","0","0","68","88","0"
,"417","102","90","33.004231311706626","0","0","0","0","0","0","0","0","0","0","0","0","608","81","81","40.19746121297602","200","78","95","10.296191819464035","436","112","89","45.55712270803949","140","114","84","10.155148095909732","0","58","62","0","0","68","89","0"
,"311","98","89","33.85049365303244","0","0","0","0","0","0","0","0","0","0","0","0","601","78","81","39.915373765867415","149","75","94","9.873060648801129","330","96","90","44.14668547249647","90","111","82","10.437235543018335","0","52","61","0","0","52","86","0"
,"407","97","88","35.684062059238364","0","0","0","0","0","0","0","0","0","0","0","0","602","76","80","40.479548660084625","208","75","94","10.155148095909732","445","90","89","42.45416078984485","113","109","82","11.001410437235542","0","51","61","0","0","45","85","0"
,"317","103","92","36.24823695345557","0","0","0","0","0","0","0","0","0","0","0","0","583","87","82","41.32581100141044","150","89","98","10.296191819464035","329","105","91","41.607898448519045","71","128","84","11.847672778561353","0","55","61","0","0","57","87","0"
,"412","99","89","35.966149506346966","0","0","0","0","0","0","0","0","0","0","0","0","602","87","81","40.761636107193226","209","86","96","10.437235543018335","424","103","90","42.73624823695346","88","123","84","12.411847672778562","0","42","59","0","0","51","87","0"
,"303","95","89","37.9407616361072","0","0","0","0","0","0","0","0","0","0","0","0","594","87","81","40.90267983074753","158","85","95","10.719322990126939","315","103","89","42.03102961918195","53","119","84","11.706629055007053","0","32","59","0","0","48","85","0"
,"377","106","91","37.65867418899859","0","0","0","0","0","0","0","0","0","0","0","0","598","100","83","41.607898448519045","203","101","99","11.42454160789845","434","110","90","42.17207334273625","68","133","86","11.56558533145275","0","30","62","0","0","47","87","0"
,"288","98","88","35.54301833568406","0","0","0","0","0","0","0","0","0","0","0","0","593","94","81","42.877291960507755","147","101","96","11.42454160789845","333","108","90","41.74894217207334","46","128","86","11.001410437235542","0","21","62","0","0","46","87","0"
,"371","87","86","34.132581100141046","0","0","0","0","0","0","0","0","0","0","0","0","600","93","81","41.889985895627646","199","99","96","11.706629055007053","443","107","89","41.889985895627646","61","127","86","9.30888575458392","0","20","57","0","0","45","87","0"
,"280","101","87","34.132581100141046","0","0","0","0","0","0","0","0","0","0","0","0","592","106","84","41.889985895627646","139","113","98","11.706629055007053","319","125","93","41.607898448519045","37","144","87","8.039492242595205","0","19","57","0","0","58","86","0"
,"351","97","87","33.99153737658674","0","0","0","0","0","0","0","0","0","0","0","0","586","103","84","42.877291960507755","192","110","96","12.411847672778562","403","116","92","41.74894217207334","45","134","85","8.039492242595205","0","8","56","0","0","55","85","0"
,"278","94","86","33.286318758815234","0","0","0","0","0","0","0","0","0","0","0","0","579","103","83","44.14668547249647","138","109","94","13.258110014104371","295","108","92","41.74894217207334","28","124","83","7.6163610719323","0","4","54","0","0","52","84","0"
,"349","107","91","33.004231311706626","0","0","0","0","0","0","0","0","0","0","0","0","597","110","87","44.287729196050776","178","125","99","14.66854724964739","384","123","93","41.889985895627646","31","128","86","6.911142454160791","0","2","52","0","0","56","84","0"
,"257","102","91","32.86318758815233","0","0","0","0","0","0","0","0","0","0","0","0","586","103","87","45.13399153737659","117","119","98","14.66854724964739","282","123","92","42.03102961918195","21","103","86","6.629055007052186","0","1","50","0","0","55","80","0"
,"325","97","90","31.734837799717912","0","0","0","0","0","0","0","0","0","0","0","0","598","99","86","45.6981664315938","147","118","96","13.963328631875882","371","122","91","40.479548660084625","27","97","86","5.500705218617771","0","0","49","0","0","53","79","0"
,"249","111","92","29.760225669957684","0","0","0","0","0","0","0","0","0","0","0","0","598","105","89","45.55712270803949","97","130","99","14.104372355430183","259","138","92","40.761636107193226","17","111","90","4.65444287729196","0","0","49","0","0","65","82","0"
,"326","105","92","29.619181946403383","0","0","0","0","0","0","0","0","0","0","0","0","601","97","85","46.1212976022567","126","118","98","13.258110014104371","340","126","88","39.77433004231312","20","100","89","4.65444287729196","0","0","46","0","0","54","77","0"
,"241","101","91","29.33709449929478","0","0","0","0","0","0","0","0","0","0","0","0","601","92","82","46.82651622002821","88","111","96","11.988716502115656","244","120","86","37.65867418899859","11","97","88","4.231311706629055","0","0","46","0","0","48","76","0"
,"295","115","96","31.170662905500706","0","0","0","0","0","0","0","0","0","0","0","0","602","102","85","47.10860366713681","115","118","98","12.270803949224259","323","128","87","37.51763046544429","12","105","91","3.5260930888575457","0","0","46","0","0","48","78","0"
,"218","107","94","29.619181946403383","0","0","0","0","0","0","0","0","0","0","0","0","592","99","85","46.685472496473906","76","108","95","11.56558533145275","230","121","84","36.95345557122708","7","104","89","2.8208744710860367","0","0","46","0","0","47","77","0"
,"282","100","93","30.04231311706629","0","0","0","0","0","0","0","0","0","0","0","0","605","94","84","46.262341325811","106","98","93","10.437235543018335","309","115","83","36.24823695345557","7","103","86","2.8208744710860367","0","0","45","0","0","45","77","0"
,"192","111","96","28.772919605077576","0","0","0","0","0","0","0","0","0","0","0","0","594","104","85","46.685472496473906","68","107","96","10.437235543018335","218","126","86","35.966149506346966","4","115","88","2.6798307475317347","0","0","45","0","0","45","78","0"
,"254","107","94","28.772919605077576","0","0","0","0","0","0","0","0","0","0","0","0","597","94","84","46.685472496473906","81","102","96","9.30888575458392","292","116","82","35.966149506346966","6","97","88","2.538787023977433","0","0","44","0","0","23","77","0"
,"171","107","93","28.208744710860366","0","0","0","0","0","0","0","0","0","0","0","0","581","90","83","46.5444287729196","50","95","94","8.321579689703809","213","109","80","34.97884344146686","3","92","88","1.8335684062059237","0","0","44","0","0","16","77","0"
,"220","121","95","26.375176304654442","0","0","0","0","0","0","0","0","0","0","0","0","605","98","84","46.1212976022567","56","113","96","8.180535966149506","292","116","80","34.696755994358256","4","94","90","1.692524682651622","0","0","44","0","0","15","79","0"
,"147","110","94","25.52891396332863","0","0","0","0","0","0","0","0","0","0","0","0","578","78","82","46.96755994358251","35","105","92","7.6163610719323","216","110","79","33.42736248236953","2","94","87","1.5514809590973202","0","0","44","0","0","7","78","0"
,"182","107","93","24.259520451339917","0","0","0","0","0","0","0","0","0","0","0","0","616","74","82","46.96755994358251","46","99","90","6.629055007052186","296","107","76","33.568406205923836","2","89","87","1.2693935119887165","0","0","43","0","0","3","77","0"
,"102","115","93","23.413258110014105","0","0","0","0","0","0","0","0","0","0","0","0","603","82","84","47.39069111424541","26","115","93","5.218617771509168","220","110","79","33.14527503526093","1","104","89","0.9873060648801129","0","0","43","0","0","2","75","0"
,"127","107","92","22.8490832157969","0","0","0","0","0","0","0","0","0","0","0","0","626","80","83","47.53173483779972","28","100","93","3.6671368124118473","303","96","78","33.286318758815234","0","94","87","0.846262341325811","0","0","43","0","0","0","74","0"
,"79","98","91","20.16925246826516","0","0","0","0","0","0","0","0","0","0","0","0","601","74","81","47.249647390691116","12","90","92","3.1029619181946404","221","88","77","34.97884344146686","0","90","85","0.7052186177715092","0","0","42","0","0","0","73","0"
,"94","107","90","17.77150916784203","0","0","0","0","0","0","0","0","0","0","0","0","631","76","85","48.66008462623414","12","97","92","2.538787023977433","272","107","80","35.40197461212976","0","103","87","0.5641748942172073","0","0","42","0","0","0","74","0"
,"53","100","87","16.784203102961918","0","0","0","0","0","0","0","0","0","0","0","0","616","77","84","48.23695345557123","8","91","89","1.9746121297602257","195","106","79","35.26093088857546","0","98","87","0.5641748942172073","0","0","40","0","0","0","73","0"
,"61","98","87","15.091678420310295","0","0","0","0","0","0","0","0","0","0","0","0","615","72","84","47.10860366713681","8","85","89","1.2693935119887165","251","104","78","34.132581100141046","0","94","87","0.4231311706629055","0","0","40","0","0","0","72","0"
,"33","113","90","14.104372355430183","0","0","0","0","0","0","0","0","0","0","0","0","598","82","85","47.53173483779972","4","90","93","0.5641748942172073","188","126","80","32.29901269393512","0","103","86","0.4231311706629055","0","0","40","0","0","0","73","0"
,"38","104","89","10.578279266572638","0","0","0","0","0","0","0","0","0","0","0","0","608","82","83","48.66008462623414","3","80","92","0","228","126","79","31.029619181946405","0","87","84","0.2820874471086037","0","0","38","0","0","0","71","0"
,"16","101","88","9.449929478138223","0","0","0","0","0","0","0","0","0","0","0","0","586","79","82","48.94217207334274","2","74","92","0","157","124","77","29.619181946403383","0","83","84","0","0","0","36","0","0","0","70","0"
,"17","108","89","7.6163610719323","0","0","0","0","0","0","0","0","0","0","0","0","598","88","84","48.66008462623414","3","86","95","0","188","138","78","28.49083215796897","0","89","87","0","0","0","36","0","0","0","70","0"
,"9","99","89","5.923836389280677","0","0","0","0","0","0","0","0","0","0","0","0","582","86","84","48.23695345557123","2","82","95","0","131","125","75","26.375176304654442","0","70","85","0","0","0","34","0","0","0","67","0"
,"11","93","88","4.795486600846263","0","0","0","0","0","0","0","0","0","0","0","0","605","85","81","47.39069111424541","2","77","94","0","154","121","73","25.52891396332863","0","65","85","0","0","0","34","0","0","0","66","0"
,"7","105","90","3.385049365303244","0","0","0","0","0","0","0","0","0","0","0","0","583","96","82","47.10860366713681","1","84","96","0","96","127","73","24.118476727785616","0","77","88","0","0","0","32","0","0","0","64","0"
,"7","92","89","2.3977433004231314","0","0","0","0","0","0","0","0","0","0","0","0","605","90","83","46.403385049365305","1","78","93","0","125","108","72","23.2722143864598","0","75","86","0","0","0","30","0","0","0","60","0"
,"5","84","87","1.5514809590973202","0","0","0","0","0","0","0","0","0","0","0","0","598","86","83","46.96755994358251","1","75","93","0","85","101","72","21.297602256699577","0","72","85","0","0","0","30","0","0","0","58","0"
,"4","89","88","1.1283497884344147","0","0","0","0","0","0","0","0","0","0","0","0","610","90","86","48.94217207334274","1","88","95","0","110","107","75","20.02820874471086","0","79","89","0","0","0","29","0","0","0","58","0"
,"1","81","89","0.9873060648801129","0","0","0","0","0","0","0","0","0","0","0","0","588","85","84","48.51904090267983","0","81","95","0","68","94","76","18.47672778561354","0","72","88","0","0","0","28","0","0","0","57","0"
,"0","76","88","0.5641748942172073","0","0","0","0","0","0","0","0","0","0","0","0","611","82","83","48.37799717912553","0","80","94","0","89","85","76","16.643159379407617","0","69","85","0","0","0","26","0","0","0","57","0"
,"0","92","89","0.2820874471086037","0","0","0","0","0","0","0","0","0","0","0","0","584","89","86","48.51904090267983","0","87","97","0","60","92","78","15.091678420310295","0","76","88","0","0","0","25","0","0","0","57","0"
,"0","84","87","0.2820874471086037","0","0","0","0","0","0","0","0","0","0","0","0","591","78","86","47.95486600846262","0","83","94","0","76","84","76","12.411847672778562","0","65","87","0","0","0","22","0","0","0","55","0"
,"0","81","86","0.2820874471086037","0","0","0","0","0","0","0","0","0","0","0","0","584","72","83","48.66008462623414","0","82","93","0","49","79","76","10.437235543018335","0","56","87","0","0","0","21","0","0","0","53","0"
,"0","87","89","0.2820874471086037","0","0","0","0","0","0","0","0","0","0","0","0","605","77","85","48.37799717912553","0","94","94","0","64","92","81","8.744710860366714","0","59","87","0","0","0","21","0","0","0","53","0"
,"0","86","88","0.2820874471086037","0","0","0","0","0","0","0","0","0","0","0","0","580","71","84","48.801128349788435","0","85","94","0","40","87","82","7.334273624823695","0","50","85","0","0","0","18","0","0","0","50","0"
,"0","83","87","0.2820874471086037","0","0","0","0","0","0","0","0","0","0","0","0","585","64","83","47.53173483779972","0","80","92","0","45","84","82","6.488011283497884","0","47","83","0","0","0","16","0","0","0","46","0"
,"0","92","87","0.2820874471086037","0","0","0","0","0","0","0","0","0","0","0","0","574","76","86","46.82651622002821","0","86","95","0","24","93","83","6.629055007052186","0","59","85","0","0","0","14","0","0","0","46","0"
,"0","75","85","0.2820874471086037","0","0","0","0","0","0","0","0","0","0","0","0","590","76","84","45.839210155148095","0","80","93","0","30","86","83","5.782792665726375","0","55","81","0","0","0","12","0","0","0","44","0"
,"0","68","84","0.2820874471086037","0","0","0","0","0","0","0","0","0","0","0","0","572","76","84","44.99294781382229","0","76","93","0","21","84","82","3.5260930888575457","0","51","81","0","0","0","10","0","0","0","43","0"
,"0","77","86","0.14104372355430184","0","0","0","0","0","0","0","0","0","0","0","0","572","87","83","45.27503526093089","0","89","94","0","30","94","83","2.8208744710860367","0","58","85","0","0","0","10","0","0","0","43","0"
,"0","72","87","0.14104372355430184","0","0","0","0","0","0","0","0","0","0","0","0","550","86","84","45.13399153737659","0","85","91","0","21","89","83","2.9619181946403383","0","54","84","0","0","0","7","0","0","0","41","0"
,"0","70","86","0.14104372355430184","0","0","0","0","0","0","0","0","0","0","0","0","558","86","82","44.71086036671368","0","84","90","0","26","86","81","3.385049365303244","0","53","83","0","0","0","7","0","0","0","41","0"
,"0","83","87","0.14104372355430184","0","0","0","0","0","0","0","0","0","0","0","0","538","98","85","45.9802538787024","0","88","91","0","18","99","84","3.5260930888575457","0","58","85","0","0","0","7","0","0","0","41","0"
,"0","80","87","0.14104372355430184","0","0","0","0","0","0","0","0","0","0","0","0","533","92","86","45.6981664315938","0","83","90","0","28","97","84","3.385049365303244","0","45","84","0","0","0","5","0","0","0","38","0"
,"0","78","86","0.14104372355430184","0","0","0","0","0","0","0","0","0","0","0","0","519","87","85","45.6981664315938","0","81","86","0","22","95","84","2.9619181946403383","0","40","84","0","0","0","2","0","0","0","35","0"
,"0","90","87","0","0","0","0","0","0","0","0","0","0","0","0","0","518","100","88","45.6981664315938","0","98","87","0","24","112","87","3.5260930888575457","0","49","86","0","0","0","1","0","0","0","34","0"
,"0","84","86","0","0","0","0","0","0","0","0","0","0","0","0","0","509","95","85","45.6981664315938","0","88","86","0","15","106","85","3.5260930888575457","0","46","82","0","0","0","0","0","0","0","32","0"
,"0","81","84","0","0","0","0","0","0","0","0","0","0","0","0","0","532","95","84","45.41607898448519","0","85","84","0","17","102","84","3.385049365303244","0","44","82","0","0","0","0","0","0","0","32","0"
,"0","89","86","0","0","0","0","0","0","0","0","0","0","0","0","0","512","104","85","45.13399153737659","0","92","83","0","8","117","89","3.244005641748942","0","46","82","0","0","0","0","0","0","0","32","0"
,"0","80","80","0","0","0","0","0","0","0","0","0","0","0","0","0","528","97","84","45.41607898448519","0","80","83","0","10","112","89","3.385049365303244","0","43","81","0","0","0","0","0","0","0","29","0"
,"0","74","79","0","0","0","0","0","0","0","0","0","0","0","0","0","518","92","83","45.6981664315938","0","78","79","0","7","111","88","3.385049365303244","0","39","81","0","0","0","0","0","0","0","29","0"
,"0","83","79","0","0","0","0","0","0","0","0","0","0","0","0","0","530","107","87","45.9802538787024","0","92","81","0","9","121","87","2.8208744710860367","0","45","85","0","0","0","0","0","0","0","29","0"
,"0","73","78","0","0","0","0","0","0","0","0","0","0","0","0","0","509","105","85","45.55712270803949","0","86","77","0","5","105","87","2.8208744710860367","0","33","83","0","0","0","0","0","0","0","28","0"
,"0","67","75","0","0","0","0","0","0","0","0","0","0","0","0","0","526","100","84","46.262341325811","0","78","75","0","5","96","86","2.2566995768688294","0","28","81","0","0","0","0","0","0","0","28","0"
,"0","81","75","0","0","0","0","0","0","0","0","0","0","0","0","0","503","108","85","46.82651622002821","0","85","76","0","3","106","87","1.9746121297602257","0","28","83","0","0","0","0","0","0","0","28","0"
,"0","75","70","0","0","0","0","0","0","0","0","0","0","0","0","0","510","106","81","47.672778561354015","0","78","75","0","4","93","86","1.8335684062059237","0","20","77","0","0","0","0","0","0","0","26","0"
,"0","73","68","0","0","0","0","0","0","0","0","0","0","0","0","0","499","105","81","47.39069111424541","0","77","74","0","3","88","84","1.5514809590973202","0","19","77","0","0","0","0","0","0","0","23","0"
,"0","83","69","0","0","0","0","0","0","0","0","0","0","0","0","0","510","111","84","48.801128349788435","0","85","74","0","4","104","87","1.4104372355430184","0","19","78","0","0","0","0","0","0","0","22","0"
,"0","79","67","0","0","0","0","0","0","0","0","0","0","0","0","0","479","98","84","47.672778561354015","0","73","73","0","4","101","84","1.1283497884344147","0","7","75","0","0","0","0","0","0","0","21","0"
,"0","76","65","0","0","0","0","0","0","0","0","0","0","0","0","0","511","86","83","45.6981664315938","0","71","72","0","5","96","84","0.9873060648801129","0","2","71","0","0","0","0","0","0","0","20","0"
,"0","90","65","0","0","0","0","0","0","0","0","0","0","0","0","0","498","97","84","44.287729196050776","0","75","73","0","5","111","86","0.846262341325811","0","1","72","0","0","0","0","0","0","0","18","0"
,"0","86","63","0","0","0","0","0","0","0","0","0","0","0","0","0","513","92","80","44.287729196050776","0","67","71","0","5","107","85","0.9873060648801129","0","1","71","0","0","0","0","0","0","0","16","0"
,"0","80","62","0","0","0","0","0","0","0","0","0","0","0","0","0","502","86","79","46.262341325811","0","61","69","0","5","105","84","0.9873060648801129","0","1","70","0","0","0","0","0","0","0","14","0"
