,"0","1","0","4.513399153737659","0","1","0","4.795486600846263","3","2","0","4.65444287729196","3","2","0","5.218617771509168","0","1","0","5.077574047954866","0","1","0","5.077574047954866","0","1","0","5.6417489421720735","0","1","0","5.077574047954866","3","2","0","5.077574047954866","1","2","0","5.077574047954866"
,"0","1","0","4.513399153737659","0","1","0","4.795486600846263","4","2","0","4.65444287729196","6","2","0","5.218617771509168","0","1","0","5.077574047954866","0","1","0","5.077574047954866","0","1","0","5.6417489421720735","0","1","0","5.077574047954866","6","2","0","5.077574047954866","2","2","0","5.077574047954866"
,"0","1","0","4.513399153737659","0","1","0","4.795486600846263","6","3","0","4.65444287729196","6","3","0","5.218617771509168","0","1","0","5.077574047954866","0","1","0","5.077574047954866","0","1","0","5.6417489421720735","0","1","0","5.077574047954866","6","3","0","5.077574047954866","2","3","0","5.077574047954866"
,"0","1","0","4.513399153737659","0","1","0","4.795486600846263","8","3","0","4.65444287729196","12","3","0","5.218617771509168","0","1","0","5.077574047954866","0","1","0","5.077574047954866","0","1","0","5.6417489421720735","0","1","0","5.077574047954866","11","3","0","5.077574047954866","3","3","0","5.077574047954866"
,"0","2","0","4.513399153737659","0","2","0","4.795486600846263","12","5","0","4.65444287729196","12","5","0","5.218617771509168","0","2","0","5.077574047954866","0","2","0","5.077574047954866","0","2","0","5.6417489421720735","0","2","0","5.077574047954866","11","5","0","5.077574047954866","3","5","0","5.077574047954866"
,"0","2","0","4.513399153737659","0","2","0","4.795486600846263","16","6","0","4.65444287729196","21","6","0","5.218617771509168","0","2","0","5.077574047954866","0","2","0","5.077574047954866","0","2","0","5.6417489421720735","0","2","0","5.077574047954866","21","6","0","5.077574047954866","5","6","0","5.077574047954866"
,"0","2","0","4.513399153737659","0","2","0","4.795486600846263","24","6","0","4.65444287729196","20","6","0","5.218617771509168","0","2","0","5.077574047954866","0","2","0","5.077574047954866","0","2","0","5.6417489421720735","0","2","0","5.077574047954866","21","6","0","5.077574047954866","5","6","0","5.077574047954866"
,"0","2","0","4.513399153737659","0","2","0","4.795486600846263","32","7","0","4.65444287729196","35","7","0","5.218617771509168","0","2","0","5.077574047954866","0","2","0","5.077574047954866","0","2","0","5.6417489421720735","0","2","0","5.077574047954866","39","7","0","5.359661495063469","9","7","0","5.077574047954866"
,"0","2","0","4.513399153737659","0","2","0","4.795486600846263","48","8","0","4.65444287729196","35","8","0","5.218617771509168","0","2","0","5.077574047954866","0","2","0","5.077574047954866","0","2","0","5.6417489421720735","0","2","0","5.077574047954866","38","8","0","5.500705218617771","9","8","0","5.077574047954866"
,"0","2","0","4.513399153737659","0","2","0","4.795486600846263","64","8","0","4.65444287729196","62","8","0","5.359661495063469","0","2","0","5.077574047954866","0","2","0","5.077574047954866","0","2","0","5.6417489421720735","0","2","0","5.077574047954866","72","8","0","5.923836389280677","16","8","0","5.077574047954866"
,"0","4","0","4.513399153737659","0","3","0","4.795486600846263","91","11","0","5.077574047954866","60","13","0","5.6417489421720735","0","4","0","5.077574047954866","0","4","0","5.077574047954866","0","4","0","5.6417489421720735","0","4","0","5.077574047954866","69","13","0","6.346967559943582","16","13","0","5.077574047954866"
,"0","4","0","4.513399153737659","0","3","0","4.795486600846263","120","12","0","5.077574047954866","110","14","0","5.923836389280677","0","4","0","5.077574047954866","0","4","0","5.077574047954866","0","4","0","5.6417489421720735","0","4","0","5.077574047954866","132","14","0","6.629055007052186","26","14","0","5.218617771509168"
,"0","4","0","4.513399153737659","0","3","0","4.795486600846263","163","12","0","5.500705218617771","108","14","0","6.205923836389281","0","4","0","5.077574047954866","0","4","0","5.077574047954866","0","4","0","5.6417489421720735","0","4","0","5.077574047954866","126","14","0","6.911142454160791","26","14","0","5.218617771509168"
,"0","4","0","4.513399153737659","0","3","0","4.795486600846263","213","15","0","5.782792665726375","192","17","0","6.770098730606488","0","4","0","5.077574047954866","0","4","0","5.077574047954866","0","4","0","5.6417489421720735","0","4","0","5.077574047954866","225","16","0","7.757404795486601","45","15","0","5.218617771509168"
,"0","4","0","4.513399153737659","0","3","0","4.795486600846263","271","16","0","6.488011283497884","190","18","0","7.052186177715091","0","4","0","5.077574047954866","0","4","0","5.077574047954866","0","4","0","5.6417489421720735","0","4","0","5.077574047954866","220","17","0","8.321579689703809","44","16","0","5.359661495063469"
,"0","4","0","4.513399153737659","0","3","0","4.795486600846263","327","16","0","7.052186177715091","281","18","0","7.6163610719323","0","4","0","5.077574047954866","0","4","0","5.077574047954866","0","4","0","5.6417489421720735","0","4","0","5.077574047954866","330","17","0","8.603667136812412","76","16","0","5.500705218617771"
,"0","6","0","4.513399153737659","0","4","0","4.795486600846263","378","24","0","8.46262341325811","277","28","0","8.180535966149506","0","8","0","5.077574047954866","0","8","0","5.077574047954866","0","6","0","5.6417489421720735","0","8","0","5.077574047954866","321","25","0","9.590973201692526","74","21","0","5.782792665726375"
,"0","6","0","4.513399153737659","0","4","0","4.795486600846263","419","25","0","9.590973201692526","353","29","0","9.167842031029618","0","8","0","5.077574047954866","0","8","0","5.077574047954866","0","6","0","5.6417489421720735","0","8","0","5.077574047954866","454","26","0","11.001410437235542","118","22","0","6.064880112834979"
,"0","6","0","4.513399153737659","0","4","0","4.795486600846263","455","25","0","11.142454160789844","345","29","0","10.01410437235543","0","8","0","5.077574047954866","0","8","0","5.077574047954866","0","6","0","5.6417489421720735","0","8","0","5.077574047954866","438","26","0","12.552891396332862","115","22","0","6.488011283497884"
,"0","6","0","4.513399153737659","0","4","0","4.795486600846263","488","31","0","12.834978843441466","414","35","0","10.719322990126939","0","8","0","5.077574047954866","0","8","0","5.077574047954866","0","6","0","5.6417489421720735","0","8","0","5.077574047954866","556","32","0","14.386459802538788","172","27","0","7.193229901269394"
,"0","6","0","4.513399153737659","0","4","0","4.795486600846263","522","32","0","14.809590973201692","405","36","0","11.42454160789845","0","8","0","5.077574047954866","0","8","0","5.077574047954866","0","6","0","5.6417489421720735","0","8","0","5.077574047954866","533","33","0","16.502115655853313","168","28","0","7.757404795486601"
,"0","6","0","4.513399153737659","0","4","0","4.795486600846263","552","32","0","16.784203102961918","484","36","0","12.834978843441466","0","8","0","5.077574047954866","0","8","0","5.077574047954866","0","6","0","5.6417489421720735","0","8","0","5.077574047954866","638","33","0","18.335684062059237","240","28","0","8.603667136812412"
,"0","8","0","4.513399153737659","0","5","0","4.795486600846263","580","42","0","18.899858956276447","465","49","0","14.386459802538788","0","14","0","5.077574047954866","0","16","0","5.077574047954866","0","12","0","5.6417489421720735","0","11","0","5.077574047954866","604","44","0","21.297602256699577","229","43","0","9.873060648801129"
,"0","8","0","4.513399153737659","0","5","0","4.795486600846263","591","43","0","21.156558533145276","538","50","0","16.502115655853313","0","14","0","5.077574047954866","0","16","0","5.077574047954866","0","12","0","5.6417489421720735","0","11","0","5.077574047954866","676","45","0","24.118476727785616","320","44","0","11.142454160789844"
,"0","8","0","4.513399153737659","0","5","0","4.795486600846263","596","43","0","23.695345557122707","514","50","0","18.61777150916784","0","14","0","5.077574047954866","0","16","0","5.077574047954866","0","12","0","5.6417489421720735","0","11","0","5.077574047954866","642","45","0","26.79830747531735","302","44","0","12.411847672778562"
,"0","8","0","4.513399153737659","0","5","0","4.795486600846263","616","50","0","26.939351198871652","582","58","0","21.57968970380818","0","14","0","5.077574047954866","0","16","0","5.077574047954866","0","12","0","5.6417489421720735","0","11","0","5.077574047954866","705","52","0","29.90126939351199","366","53","0","13.681241184767279"
,"0","8","1","4.513399153737659","0","5","1","4.795486600846263","632","51","1","30.18335684062059","557","59","1","23.1311706629055","0","14","1","5.077574047954866","0","16","1","5.077574047954866","0","12","1","5.6417489421720735","0","11","1","5.077574047954866","663","53","1","33.004231311706626","346","54","1","15.373765867418902"
,"0","8","1","4.513399153737659","0","5","1","4.795486600846263","646","51","1","32.86318758815233","635","59","1","25.952045133991536","0","14","1","5.077574047954866","0","16","1","5.077574047954866","0","12","1","5.6417489421720735","0","11","1","5.077574047954866","723","53","1","36.10719322990127","465","54","1","18.053596614950635"
,"0","10","1","4.513399153737659","0","8","1","4.795486600846263","636","66","1","35.82510578279267","596","68","1","29.055007052186177","0","24","1","5.077574047954866","0","24","1","5.077574047954866","0","20","1","5.6417489421720735","0","15","1","5.077574047954866","673","65","1","39.77433004231312","430","68","1","21.015514809590975"
,"0","10","2","4.513399153737659","0","8","2","4.795486600846263","654","67","2","39.492242595204516","672","69","2","32.29901269393512","0","24","2","5.077574047954866","0","24","2","5.077574047954866","0","20","2","5.6417489421720735","0","15","2","5.077574047954866","729","66","2","43.15937940761636","562","69","2","23.836389280677007"
,"0","10","2","4.513399153737659","0","8","2","4.795486600846263","656","67","2","42.45416078984485","622","69","2","35.40197461212976","0","24","2","5.077574047954866","0","24","2","5.077574047954866","0","20","2","5.6417489421720735","0","15","2","5.077574047954866","677","66","2","46.403385049365305","516","69","2","27.080394922425953"
,"0","10","2","4.372355430183357","0","8","2","4.795486600846263","665","75","2","45.55712270803949","668","77","2","38.5049365303244","0","24","2","5.077574047954866","0","24","2","4.9365303244005645","0","20","2","5.6417489421720735","0","15","2","5.077574047954866","721","79","2","50.352609308885754","610","80","2","31.45275035260931"
,"0","10","3","4.231311706629055","0","8","3","4.795486600846263","680","76","3","48.66008462623414","620","78","3","41.889985895627646","0","24","3","5.077574047954866","0","24","3","4.9365303244005645","0","20","3","5.6417489421720735","0","15","3","4.9365303244005645","660","80","3","52.60930888575458","558","81","3","35.684062059238364"
,"0","10","3","4.231311706629055","0","8","3","4.795486600846263","681","76","3","51.198871650211565","695","78","3","45.13399153737659","0","24","3","5.077574047954866","0","24","3","4.9365303244005645","0","20","3","5.6417489421720735","0","15","3","4.795486600846263","718","80","3","55.14809590973202","670","81","3","40.19746121297602"
,"0","13","3","4.231311706629055","0","11","3","4.795486600846263","672","94","3","53.878702397743304","633","95","3","48.23695345557123","0","34","3","5.077574047954866","0","35","3","4.9365303244005645","0","30","3","5.6417489421720735","0","26","3","4.65444287729196","644","95","3","56.98166431593794","603","102","3","43.15937940761636"
,"0","13","4","4.231311706629055","0","11","4","4.795486600846263","670","95","4","55.712270803949224","714","96","4","52.04513399153738","0","34","4","5.077574047954866","0","35","4","4.9365303244005645","0","30","4","5.6417489421720735","0","26","4","4.513399153737659","701","96","4","59.37940761636107","680","103","4","47.53173483779972"
,"0","13","4","4.231311706629055","0","11","4","4.65444287729196","675","95","4","57.96897038081805","651","96","4","54.86600846262342","0","34","4","5.077574047954866","0","35","4","4.9365303244005645","0","30","4","5.6417489421720735","0","26","4","4.372355430183357","631","96","4","61.0719322990127","599","103","4","50.634696755994355"
,"0","13","4","4.231311706629055","0","11","4","4.513399153737659","667","107","4","61.49506346967561","725","108","4","58.110014104372354","0","34","4","5.077574047954866","0","35","4","4.795486600846263","0","30","4","5.6417489421720735","0","26","4","4.372355430183357","694","111","4","63.469675599435824","676","120","4","54.58392101551481"
,"0","13","5","4.231311706629055","0","11","5","4.513399153737659","665","108","5","64.03385049365303","645","109","5","61.636107193229904","0","34","5","5.077574047954866","0","35","5","4.65444287729196","0","30","5","5.6417489421720735","0","26","5","4.372355430183357","619","112","5","66.00846262341325","588","121","5","57.54583921015515"
,"0","13","5","4.231311706629055","0","11","5","4.372355430183357","660","108","5","65.72637517630466","722","109","5","65.16220028208744","0","34","5","5.077574047954866","0","35","5","4.65444287729196","0","30","5","5.6417489421720735","0","26","5","4.372355430183357","691","112","5","67.98307475317348","666","121","5","62.05923836389281"
,"0","15","6","4.231311706629055","0","20","6","4.231311706629055","644","128","6","67.98307475317348","631","127","6","68.26516220028209","0","46","6","5.077574047954866","0","50","6","4.513399153737659","0","47","6","5.6417489421720735","0","43","5","4.372355430183357","604","124","6","69.6755994358251","564","141","6","66.71368124118476"
,"0","15","7","4.231311706629055","0","20","7","4.231311706629055","642","129","7","69.6755994358251","696","128","7","70.52186177715092","0","46","7","5.077574047954866","0","50","7","4.513399153737659","0","47","7","5.6417489421720735","0","43","6","4.231311706629055","673","125","7","72.07334273624824","645","142","7","72.07334273624824"
,"0","15","7","4.231311706629055","0","20","7","4.231311706629055","641","129","7","70.80394922425953","600","128","7","72.21438645980254","0","46","7","4.9365303244005645","0","50","7","4.513399153737659","0","47","7","5.500705218617771","0","43","6","4.090267983074753","582","125","7","73.90691114245416","544","142","7","74.04795486600845"
,"0","15","8","4.090267983074753","0","20","8","4.231311706629055","635","140","8","73.34273624823695","683","140","8","74.33004231311706","0","46","8","4.795486600846263","0","50","7","4.372355430183357","0","47","8","5.359661495063469","0","43","7","4.090267983074753","660","138","8","76.4456981664316","632","160","8","76.5867418899859"
,"0","15","9","3.80818053596615","0","20","9","4.231311706629055","615","141","9","75.45839210155148","573","141","9","77.43300423131171","0","46","9","4.372355430183357","0","50","8","4.372355430183357","0","47","9","5.359661495063469","0","43","8","3.9492242595204514","541","139","9","78.27926657263752","526","161","9","78.56135401974612"
,"0","15","9","3.6671368124118473","0","20","9","4.090267983074753","623","141","9","77.0098730606488","654","141","9","78.84344146685473","0","46","9","4.090267983074753","0","50","8","4.372355430183357","0","47","9","5.359661495063469","0","43","8","3.80818053596615","635","139","9","79.26657263751763","636","161","9","79.97179125528913"
,"0","15","10","3.5260930888575457","0","20","10","4.090267983074753","604","152","10","79.54866008462623","560","147","10","79.97179125528913","0","46","10","3.6671368124118473","0","50","9","4.372355430183357","0","47","10","5.359661495063469","0","43","9","3.80818053596615","536","147","10","80.25387870239774","521","166","10","80.95909732016925"
,"0","10","11","3.5260930888575457","0","11","11","3.80818053596615","628","127","11","80.81805359661494","669","116","11","81.80535966149506","0","23","11","3.385049365303244","0","15","10","4.372355430183357","0","23","11","5.218617771509168","0","21","10","3.80818053596615","644","128","11","82.65162200282089","630","131","11","82.51057827926658"
,"0","4","11","3.5260930888575457","0","7","11","3.5260930888575457","630","114","11","81.52327221438645","589","105","11","82.22849083215797","0","9","11","3.1029619181946404","0","7","10","4.372355430183357","0","8","11","5.077574047954866","0","10","10","3.80818053596615","560","117","11","83.63892806770099","542","114","11","83.77997179125529"
,"0","0","12","3.1029619181946404","0","2","12","3.244005641748942","638","113","12","81.80535966149506","689","115","12","82.36953455571228","0","7","12","2.6798307475317347","0","1","11","4.372355430183357","0","5","12","4.9365303244005645","0","2","11","3.80818053596615","673","119","11","84.4851904090268","663","127","12","84.0620592383639"
,"0","0","13","2.8208744710860367","0","1","13","3.1029619181946404","650","97","13","83.07475317348378","589","100","13","82.79266572637518","0","3","13","2.3977433004231314","0","0","12","4.231311706629055","0","2","13","4.795486600846263","0","1","12","3.6671368124118473","568","92","12","85.33145275035261","548","118","13","84.9083215796897"
,"0","0","13","2.8208744710860367","0","1","13","3.1029619181946404","674","87","13","84.4851904090268","683","92","13","84.20310296191819","0","1","13","2.2566995768688294","0","0","12","4.231311706629055","0","2","13","4.65444287729196","0","0","12","3.5260930888575457","679","84","12","84.4851904090268","651","114","13","85.049365303244"
,"0","0","14","2.8208744710860367","0","0","14","3.1029619181946404","668","93","14","84.9083215796897","596","95","14","84.3441466854725","0","0","14","2.2566995768688294","0","0","12","4.231311706629055","0","0","14","4.372355430183357","0","0","12","3.385049365303244","608","91","13","84.20310296191819","562","115","14","85.75458392101551"
,"0","0","15","2.8208744710860367","0","0","15","3.1029619181946404","669","81","15","84.9083215796897","683","82","15","84.4851904090268","0","0","15","2.2566995768688294","0","0","13","4.231311706629055","0","0","15","4.372355430183357","0","0","13","3.244005641748942","698","83","14","84.0620592383639","675","107","15","85.75458392101551"
,"0","0","15","2.8208744710860367","0","0","15","3.1029619181946404","693","78","15","84.6262341325811","611","78","15","84.20310296191819","0","0","15","2.1156558533145273","0","0","13","4.231311706629055","0","0","15","3.9492242595204514","0","0","13","3.1029619181946404","631","77","14","84.76727785613541","574","99","15","86.45980253878702"
,"0","0","18","2.538787023977433","0","0","18","3.1029619181946404","686","80","18","84.3441466854725","673","90","18","84.3441466854725","0","0","18","2.1156558533145273","0","0","16","4.090267983074753","0","0","18","3.80818053596615","0","0","15","3.1029619181946404","681","86","17","84.9083215796897","645","111","17","86.03667136812412"
,"0","0","19","2.2566995768688294","0","0","19","2.9619181946403383","689","73","19","83.77997179125529","600","84","19","84.6262341325811","0","0","19","2.1156558533145273","0","0","17","3.9492242595204514","0","0","19","3.5260930888575457","0","0","16","3.1029619181946404","607","79","18","84.76727785613541","567","85","18","85.33145275035261"
,"0","0","19","1.9746121297602257","0","0","19","2.9619181946403383","709","69","19","82.65162200282089","691","75","19","84.20310296191819","0","0","19","2.1156558533145273","0","0","17","3.80818053596615","0","0","19","3.385049365303244","0","0","16","3.1029619181946404","720","74","18","85.049365303244","704","76","18","85.89562764456981"
,"0","0","21","1.9746121297602257","0","0","22","2.8208744710860367","691","78","21","82.51057827926658","618","72","21","84.0620592383639","0","0","22","2.1156558533145273","0","0","19","3.6671368124118473","0","0","22","3.244005641748942","0","0","19","2.9619181946403383","653","89","21","84.76727785613541","620","83","18","85.1904090267983"
,"0","0","22","1.8335684062059237","0","0","23","2.6798307475317347","689","78","22","82.93370944992948","706","65","22","84.4851904090268","0","0","23","1.9746121297602257","0","0","20","3.6671368124118473","0","0","23","2.9619181946403383","0","0","20","2.9619181946403383","708","87","22","85.75458392101551","716","77","19","85.1904090267983"
,"0","0","22","1.8335684062059237","0","0","23","2.6798307475317347","698","77","22","82.22849083215797","642","60","22","83.77997179125529","0","0","23","1.8335684062059237","0","0","20","3.5260930888575457","0","0","23","2.6798307475317347","0","0","20","2.8208744710860367","620","85","22","85.1904090267983","645","77","19","84.6262341325811"
,"0","0","25","1.692524682651622","0","0","26","2.538787023977433","694","77","23","81.24118476727786","733","67","24","83.9210155148096","0","0","26","1.8335684062059237","0","0","23","3.385049365303244","0","0","26","2.538787023977433","0","0","21","2.6798307475317347","683","95","24","84.6262341325811","673","88","22","83.49788434414668"
,"0","0","26","1.4104372355430184","0","0","27","2.538787023977433","680","67","24","81.10014104372355","662","56","25","83.3568406205924","0","0","27","1.4104372355430184","0","0","24","3.244005641748942","0","0","27","2.2566995768688294","0","0","22","2.6798307475317347","622","91","25","84.20310296191819","576","80","23","83.3568406205924"
,"0","0","26","1.2693935119887165","0","0","27","2.3977433004231314","723","63","24","80.39492242595205","728","48","25","82.51057827926658","0","0","27","1.4104372355430184","0","0","24","3.244005641748942","0","0","27","2.1156558533145273","0","0","22","2.538787023977433","696","91","25","84.3441466854725","664","78","23","84.0620592383639"
,"0","0","28","1.1283497884344147","0","0","30","2.1156558533145273","688","72","26","79.26657263751763","667","48","28","81.52327221438645","0","0","30","1.1283497884344147","0","0","26","3.244005641748942","0","0","30","2.1156558533145273","0","0","25","2.3977433004231314","606","103","27","83.49788434414668","580","85","26","84.3441466854725"
,"0","0","29","0.9873060648801129","0","0","31","2.1156558533145273","696","65","27","79.26657263751763","749","44","29","79.83074753173483","0","0","31","0.9873060648801129","0","0","27","3.244005641748942","0","0","31","2.1156558533145273","0","0","26","2.1156558533145273","675","95","28","83.49788434414668","682","80","27","85.89562764456981"
,"0","0","29","0.846262341325811","0","0","31","2.1156558533145273","680","64","27","78.84344146685473","689","42","29","78.84344146685473","0","0","31","0.9873060648801129","0","0","27","3.244005641748942","0","0","31","1.9746121297602257","0","0","26","1.9746121297602257","582","92","28","83.3568406205924","613","76","27","84.6262341325811"
,"0","0","31","0.846262341325811","0","0","33","1.8335684062059237","693","70","29","77.99717912552892","727","51","32","77.43300423131171","0","0","32","0.9873060648801129","0","0","29","3.244005641748942","0","0","33","1.8335684062059237","0","0","28","1.692524682651622","643","107","30","82.65162200282089","688","91","30","83.63892806770099"
,"0","0","32","0.7052186177715092","0","0","34","1.8335684062059237","678","70","30","77.29196050775741","658","47","33","77.29196050775741","0","0","33","0.9873060648801129","0","0","30","3.244005641748942","0","0","34","1.692524682651622","0","0","29","1.5514809590973202","561","104","31","82.36953455571228","599","81","31","83.49788434414668"
,"0","0","32","0.7052186177715092","0","0","34","1.692524682651622","689","69","30","76.8688293370945","716","46","33","76.5867418899859","0","0","33","0.9873060648801129","0","0","30","3.244005641748942","0","0","34","1.5514809590973202","0","0","29","1.1283497884344147","649","102","31","81.10014104372355","683","79","31","83.07475317348378"
,"0","0","36","0.7052186177715092","0","0","40","1.5514809590973202","669","77","35","76.8688293370945","672","52","39","75.74047954866009","0","0","39","0.9873060648801129","0","0","36","2.8208744710860367","0","0","38","1.5514809590973202","0","0","32","0.9873060648801129","578","113","35","80.39492242595205","575","88","33","82.36953455571228"
,"0","0","37","0.7052186177715092","0","0","41","1.5514809590973202","666","71","36","75.74047954866009","707","52","40","73.34273624823695","0","0","40","0.9873060648801129","0","0","37","2.6798307475317347","0","0","39","1.5514809590973202","0","0","33","0.846262341325811","646","110","36","80.39492242595205","673","87","34","82.08744710860366"
,"0","0","37","0.7052186177715092","0","0","41","1.5514809590973202","671","70","36","75.31734837799718","631","51","40","73.06064880112835","0","0","40","0.9873060648801129","0","0","37","2.6798307475317347","0","0","39","1.5514809590973202","0","0","33","0.846262341325811","536","110","36","81.52327221438645","570","87","34","81.94640338504936"
,"0","0","41","0.7052186177715092","0","0","46","1.5514809590973202","664","73","41","75.17630465444289","694","61","44","72.21438645980254","0","0","46","0.846262341325811","0","0","41","2.6798307475317347","0","0","46","1.5514809590973202","0","0","39","0.846262341325811","610","120","42","81.24118476727786","648","102","38","81.94640338504936"
,"0","0","42","0.7052186177715092","0","0","47","1.5514809590973202","656","74","42","74.89421720733426","615","60","45","71.65021156558534","0","0","47","0.846262341325811","0","0","42","2.6798307475317347","0","0","47","1.2693935119887165","0","0","40","0.5641748942172073","504","109","43","80.11283497884344","549","89","39","81.10014104372355"
,"0","0","42","0.7052186177715092","0","0","47","1.4104372355430184","654","73","42","73.90691114245416","701","59","45","71.65021156558534","0","0","47","0.846262341325811","0","0","42","2.538787023977433","0","0","47","1.1283497884344147","0","0","40","0.5641748942172073","643","102","43","77.85613540197461","663","85","39","81.24118476727786"
,"0","0","47","0.7052186177715092","0","0","49","1.2693935119887165","649","81","46","73.20169252468264","611","69","47","70.80394922425953","0","0","52","0.7052186177715092","0","0","46","2.538787023977433","0","0","50","0.9873060648801129","0","0","45","0.5641748942172073","542","115","46","77.99717912552892","569","92","44","81.66431593794076"
,"0","0","48","0.5641748942172073","0","0","50","1.2693935119887165","657","74","47","73.62482369534555","697","70","48","69.6755994358251","0","0","53","0.7052186177715092","0","0","47","2.538787023977433","0","0","51","0.846262341325811","0","0","46","0.5641748942172073","640","106","47","77.99717912552892","650","87","45","81.66431593794076"
