,"2","2","0","3.9492242595204514","1","2","0","5.359661495063469","1","2","0","4.795486600846263","2","2","0","4.65444287729196","2","2","0","5.6417489421720735","1","2","0","4.231311706629055","0","1","0","5.218617771509168","2","2","0","5.218617771509168","5","2","0","3.80818053596615","2","2","0","5.077574047954866"
,"4","2","0","3.9492242595204514","2","2","0","5.359661495063469","2","2","0","4.795486600846263","2","2","0","4.65444287729196","4","2","0","5.6417489421720735","2","2","0","4.231311706629055","0","1","0","5.218617771509168","4","2","0","5.218617771509168","8","2","0","3.80818053596615","4","2","0","5.077574047954866"
,"4","3","0","3.9492242595204514","2","3","0","5.359661495063469","2","3","0","4.795486600846263","4","3","0","4.65444287729196","4","3","0","5.6417489421720735","2","3","0","4.231311706629055","0","1","0","5.218617771509168","4","3","0","5.218617771509168","10","3","0","3.80818053596615","4","3","0","5.077574047954866"
,"8","3","0","3.9492242595204514","3","3","0","5.359661495063469","4","3","0","4.795486600846263","4","3","0","4.65444287729196","8","3","0","5.6417489421720735","4","3","0","4.231311706629055","0","1","0","5.218617771509168","8","3","0","5.218617771509168","16","3","0","3.80818053596615","8","3","0","5.077574047954866"
,"8","5","0","3.9492242595204514","3","5","0","5.359661495063469","4","5","0","4.795486600846263","8","5","0","4.65444287729196","8","5","0","5.6417489421720735","4","5","0","4.231311706629055","0","2","0","5.218617771509168","8","3","0","5.218617771509168","20","5","0","3.80818053596615","8","5","0","5.077574047954866"
,"14","6","0","3.9492242595204514","5","6","0","5.359661495063469","8","6","0","4.795486600846263","8","6","0","4.65444287729196","16","6","0","5.6417489421720735","8","6","0","4.231311706629055","0","2","0","5.218617771509168","16","4","0","5.218617771509168","32","6","0","3.80818053596615","16","6","0","5.077574047954866"
,"14","6","0","3.9492242595204514","5","6","0","5.359661495063469","8","6","0","4.795486600846263","15","6","0","4.65444287729196","15","6","0","5.782792665726375","8","6","0","4.231311706629055","0","2","0","5.218617771509168","16","4","0","5.218617771509168","40","6","0","3.80818053596615","16","6","0","5.077574047954866"
,"26","7","0","3.9492242595204514","8","7","0","5.359661495063469","16","7","0","4.795486600846263","15","7","0","4.65444287729196","29","7","0","5.923836389280677","13","7","0","4.372355430183357","0","2","0","5.218617771509168","29","5","0","5.218617771509168","64","7","0","3.80818053596615","32","7","0","5.077574047954866"
,"26","8","0","3.9492242595204514","8","8","0","5.359661495063469","16","8","0","4.795486600846263","28","8","0","4.65444287729196","28","8","0","6.064880112834979","12","8","0","4.372355430183357","0","2","0","5.218617771509168","29","6","0","5.218617771509168","76","8","0","3.80818053596615","31","8","0","5.077574047954866"
,"50","8","0","3.9492242595204514","14","8","0","5.359661495063469","32","8","0","4.795486600846263","28","8","0","4.65444287729196","55","8","0","6.064880112834979","20","8","0","4.513399153737659","0","2","0","5.218617771509168","51","6","0","5.218617771509168","123","8","0","3.80818053596615","62","8","0","5.077574047954866"
,"50","11","0","3.9492242595204514","14","13","0","5.359661495063469","32","12","0","4.795486600846263","47","13","0","4.65444287729196","53","13","0","6.064880112834979","19","13","0","4.65444287729196","0","2","0","5.218617771509168","51","9","0","5.218617771509168","133","13","0","3.80818053596615","61","11","0","5.218617771509168"
,"90","12","0","3.9492242595204514","24","14","0","5.359661495063469","64","13","0","4.795486600846263","47","14","0","4.65444287729196","104","14","0","6.346967559943582","30","14","0","5.218617771509168","0","2","0","5.218617771509168","84","10","0","5.218617771509168","207","14","0","3.80818053596615","116","12","0","5.218617771509168"
,"89","12","0","3.9492242595204514","24","14","0","5.359661495063469","64","13","0","4.795486600846263","78","14","0","4.65444287729196","101","14","0","6.770098730606488","29","14","0","5.359661495063469","0","2","0","5.218617771509168","83","10","0","5.359661495063469","227","14","0","3.9492242595204514","113","12","0","5.6417489421720735"
,"140","13","0","3.9492242595204514","40","17","0","5.359661495063469","126","16","0","4.795486600846263","78","17","0","4.65444287729196","186","17","0","7.334273624823695","46","17","0","5.923836389280677","0","2","0","5.218617771509168","126","13","0","5.500705218617771","330","17","0","4.090267983074753","191","15","0","6.205923836389281"
,"139","14","0","3.9492242595204514","40","18","0","5.359661495063469","126","17","0","4.795486600846263","125","18","0","4.795486600846263","184","18","0","7.6163610719323","41","18","0","6.346967559943582","0","2","0","5.218617771509168","126","14","0","5.500705218617771","343","18","0","4.231311706629055","186","16","0","6.629055007052186"
,"217","14","0","4.090267983074753","61","18","0","5.500705218617771","201","17","0","4.9365303244005645","125","18","0","4.795486600846263","289","18","0","8.180535966149506","64","18","0","6.911142454160791","0","2","0","5.218617771509168","178","14","0","5.923836389280677","452","18","0","4.372355430183357","255","16","0","7.475317348377997"
,"214","21","0","4.372355430183357","60","25","0","5.6417489421720735","200","25","0","5.077574047954866","169","27","0","4.9365303244005645","280","25","0","9.026798307475318","54","27","0","7.475317348377997","0","2","0","5.218617771509168","174","18","0","6.346967559943582","457","28","0","5.218617771509168","248","18","0","7.757404795486601"
,"280","22","0","4.795486600846263","95","26","0","5.782792665726375","257","26","0","5.218617771509168","168","28","0","5.077574047954866","408","26","0","10.01410437235543","76","28","0","8.039492242595205","0","2","0","5.218617771509168","205","19","0","6.488011283497884","536","29","0","6.770098730606488","335","19","0","8.744710860366714"
,"273","22","0","5.500705218617771","93","26","0","6.064880112834979","253","26","0","5.6417489421720735","215","28","0","5.359661495063469","397","26","0","10.860366713681241","68","28","0","8.744710860366714","0","2","0","5.218617771509168","200","19","0","6.770098730606488","527","29","0","8.180535966149506","325","19","0","9.590973201692526"
,"319","27","0","6.205923836389281","129","30","0","6.346967559943582","341","32","0","6.064880112834979","210","32","0","6.064880112834979","533","33","0","12.976022566995768","104","33","0","9.449929478138223","0","2","0","5.218617771509168","247","25","0","7.193229901269394","619","36","0","10.437235543018335","400","23","0","10.437235543018335"
,"308","28","0","7.052186177715091","124","31","0","6.770098730606488","334","33","0","6.911142454160791","239","33","0","6.911142454160791","512","34","0","15.2327221438646","96","34","0","9.732016925246826","0","2","0","5.218617771509168","233","26","0","8.744710860366714","608","37","0","11.988716502115656","387","24","0","11.142454160789844"
,"410","28","0","8.46262341325811","186","31","0","7.475317348377997","423","33","0","8.321579689703809","230","33","0","8.039492242595205","625","34","0","16.784203102961918","139","34","0","11.42454160789845","0","2","0","5.218617771509168","286","26","0","9.30888575458392","697","37","0","14.104372355430183","491","24","0","12.129760225669958"
,"391","41","0","10.155148095909732","174","38","0","8.603667136812412","409","40","0","9.873060648801129","271","48","0","9.026798307475318","595","42","0","18.335684062059237","122","40","0","12.411847672778562","0","4","0","5.218617771509168","274","35","0","10.437235543018335","668","48","0","17.63046544428773","473","33","0","13.399153737658676"
,"483","42","0","12.411847672778562","246","39","0","9.873060648801129","500","41","0","12.129760225669958","260","49","0","9.590973201692526","705","43","0","21.015514809590975","173","41","0","13.963328631875882","0","4","0","5.218617771509168","352","36","0","12.129760225669958","735","49","0","20.451339915373765","537","34","0","13.822284908321581"
,"457","42","0","14.66854724964739","238","39","0","10.437235543018335","481","41","0","13.963328631875882","318","49","0","11.142454160789844","673","43","0","23.413258110014105","155","41","0","14.950634696755994","0","4","0","5.218617771509168","336","36","0","13.540197461212976","702","49","0","23.1311706629055","518","34","0","14.809590973201692"
,"544","49","0","17.066290550070523","332","46","0","12.411847672778562","529","50","0","16.502115655853313","296","54","0","12.976022566995768","705","54","0","26.657263751763043","202","52","0","16.22002820874471","0","4","0","5.218617771509168","418","43","0","16.361071932299012","732","58","0","26.375176304654442","612","41","0","16.502115655853313"
,"515","50","1","20.16925246826516","309","47","1","14.245416078984485","500","51","1","19.040902679830747","346","55","1","14.809590973201692","660","55","1","29.760225669957684","180","53","1","17.48942172073343","0","4","1","5.218617771509168","391","44","1","18.758815232722146","697","59","1","29.196050775740478","583","42","1","18.47672778561354"
,"598","50","1","22.708039492242595","413","47","1","16.784203102961918","567","51","1","21.861777150916783","318","55","1","16.784203102961918","708","55","1","32.722143864598024","263","53","1","18.758815232722146","0","4","1","5.218617771509168","477","44","1","21.438645980253877","740","59","1","32.29901269393512","665","42","1","19.88716502115656"
,"566","67","1","24.964739069111424","368","69","1","20.59238363892807","527","67","1","24.823695345557123","349","76","1","19.322990126939352","654","68","1","36.38928067700987","237","62","1","19.746121297602258","0","6","1","5.218617771509168","433","57","1","24.541607898448518","689","71","1","36.10719322990127","626","58","1","22.28490832157969"
,"637","68","2","29.055007052186177","473","70","2","24.541607898448518","615","68","2","28.49083215796897","322","77","2","21.720733427362482","718","69","2","40.05641748942172","329","63","2","22.002820874471084","0","6","2","5.218617771509168","533","58","2","28.34978843441467","739","72","2","40.479548660084625","685","59","2","25.24682651622003"
,"593","68","2","32.44005641748942","419","70","2","27.644569816643163","562","68","2","32.15796897038082","388","77","2","25.24682651622003","664","69","2","43.01833568406206","299","63","2","23.554301833568406","0","6","2","5.218617771509168","492","58","2","31.875881523272216","690","72","2","43.86459802538787","646","59","2","27.785613540197463"
,"672","81","2","36.95345557122708","538","77","2","31.734837799717912","617","80","2","35.54301833568406","347","85","2","28.63187588152327","719","79","2","46.685472496473906","374","77","2","25.952045133991536","0","6","2","5.218617771509168","569","66","2","35.966149506346966","733","78","2","47.53173483779972","725","64","2","30.4654442877292"
,"618","82","3","40.761636107193226","492","78","3","34.97884344146686","564","81","3","39.492242595204516","416","86","3","32.29901269393512","654","80","3","49.50634696755994","337","78","3","28.067700987306065","0","6","3","5.218617771509168","517","67","3","38.645980253878705","679","79","3","50.916784203102964","682","65","3","32.86318758815233"
,"695","82","3","45.13399153737659","618","78","3","38.081805359661494","680","81","3","44.56981664315938","369","86","3","35.54301833568406","715","80","3","52.04513399153738","426","78","3","30.888575458392104","0","6","3","5.077574047954866","604","67","3","42.31311706629055","724","79","3","53.032440056417485","740","65","3","34.83779971791255"
,"627","99","3","49.22425952045134","550","102","3","41.18476727785614","599","106","3","50.21156558533145","438","109","3","39.63328631875881","634","95","3","54.160789844851905","364","96","3","33.99153737658674","0","9","3","4.9365303244005645","544","80","3","45.13399153737659","664","96","3","56.13540197461213","686","81","3","37.65867418899859"
,"697","100","4","53.5966149506347","644","103","4","45.27503526093089","680","107","4","54.724964739069115","372","110","4","43.58251057827927","689","96","4","56.41748942172073","423","97","4","36.38928067700987","0","9","4","4.9365303244005645","648","81","4","48.23695345557123","699","97","4","58.392101551480955","727","82","4","40.761636107193226"
,"632","100","4","57.122708039492245","560","103","4","49.22425952045134","593","107","4","58.25105782792666","490","110","4","46.5444287729196","620","96","4","59.52045133991537","373","97","4","38.3638928067701","0","9","4","4.9365303244005645","578","81","4","51.90409026798307","648","97","4","60.78984485190409","670","82","4","43.723554301833566"
,"690","113","4","62.34132581100141","652","111","4","52.60930888575458","657","122","4","62.90550070521862","428","116","4","50.49365303244006","688","109","4","62.34132581100141","479","110","4","41.607898448519045","0","9","4","4.795486600846263","653","93","4","55.00705218617772","700","110","4","63.32863187588153","702","92","4","46.96755994358251"
,"609","114","5","65.44428772919605","573","112","5","55.85331452750353","559","123","5","65.86741889985895","549","117","5","55.57122708039493","611","110","5","65.44428772919605","424","111","5","43.01833568406206","0","9","5","4.65444287729196","575","94","5","57.40479548660085","637","111","5","65.44428772919605","631","93","5","49.22425952045134"
,"693","114","5","68.68829337094499","675","112","5","59.943582510578274","650","123","5","69.25246826516221","457","117","5","60.507757404795484","687","110","5","68.68829337094499","537","111","5","44.99294781382229","0","9","5","4.513399153737659","665","94","5","59.66149506346967","693","111","5","67.41889985895627","690","93","5","51.90409026798307"
,"588","123","6","72.21438645980254","583","128","6","63.32863187588153","554","146","6","72.91960507757405","552","147","6","66.57263751763047","588","136","6","70.52186177715092","461","127","6","47.39069111424541","0","12","6","4.372355430183357","581","110","6","62.482369534555716","611","134","6","70.66290550070522","601","117","6","55.289139633286325"
,"663","124","7","74.89421720733426","665","129","7","66.99576868829337","629","147","7","76.16361071932299","458","148","7","68.9703808180536","672","137","7","72.63751763046544","566","128","7","50.352609308885754","0","12","7","4.372355430183357","673","111","7","65.72637517630466","677","135","7","73.34273624823695","676","118","7","58.956276445698165"
,"578","124","7","76.8688293370945","550","129","7","70.38081805359661","533","147","7","78.98448519040903","588","148","7","71.79125528913963","564","137","7","75.8815232722144","493","128","7","53.17348377997179","0","12","7","4.372355430183357","593","111","7","67.13681241184767","609","135","7","75.45839210155148","591","118","7","61.3540197461213"
,"669","138","8","78.56135401974612","640","145","8","73.76586741889986","640","160","8","81.24118476727786","463","157","8","74.75317348377996","639","150","8","78.13822284908322","596","144","8","56.69957686882934","0","12","8","4.372355430183357","673","123","8","69.1114245416079","669","145","8","78.27926657263752","671","130","8","64.45698166431593"
,"574","139","9","79.97179125528913","539","146","9","75.45839210155148","538","161","9","82.36953455571228","565","158","9","76.7277856135402","544","151","9","79.26657263751763","495","145","9","60.507757404795484","0","12","9","4.372355430183357","574","124","9","71.22708039492242","591","146","9","80.95909732016925","578","131","9","66.14950634696756"
,"682","139","9","81.66431593794076","638","146","9","78.42031029619181","640","161","9","83.63892806770099","470","158","9","77.574047954866","666","151","9","80.95909732016925","581","145","9","63.04654442877292","0","12","9","4.372355430183357","667","124","9","74.33004231311706","651","146","9","82.93370944992948","681","131","9","68.26516220028209"
,"572","150","10","82.36953455571228","532","156","10","80.39492242595205","533","171","10","85.47249647390692","579","174","10","80.25387870239774","562","163","10","82.08744710860366","488","154","10","64.73906911142454","0","12","10","4.372355430183357","573","138","10","75.59943582510579","583","152","10","84.3441466854725","574","141","9","71.65021156558534"
,"674","134","11","83.77997179125529","619","123","11","82.22849083215797","626","150","11","86.03667136812412","469","136","11","81.80535966149506","643","132","11","83.07475317348378","598","135","11","67.27785613540198","0","9","11","4.372355430183357","675","126","11","77.29196050775741","664","122","11","86.60084626234132","650","117","10","73.34273624823695"
,"581","124","11","84.6262341325811","539","109","11","83.21579689703809","519","126","11","87.02397743300423","630","119","11","83.9210155148096","563","122","11","83.3568406205924","494","114","11","70.52186177715092","0","4","11","4.231311706629055","585","121","11","78.56135401974612","612","111","11","86.45980253878702","562","107","10","74.89421720733426"
,"684","135","12","84.6262341325811","649","114","12","83.77997179125529","649","139","12","87.58815232722144","548","115","12","85.33145275035261","686","122","12","83.3568406205924","622","130","12","73.20169252468264","0","1","12","4.090267983074753","678","124","12","80.11283497884344","688","118","12","86.60084626234132","685","112","11","76.8688293370945"
,"605","121","13","85.049365303244","562","99","13","83.63892806770099","551","124","13","87.87023977433005","676","103","13","85.89562764456981","601","107","13","83.21579689703809","512","112","13","76.3046544428773","0","0","13","3.9492242595204514","572","104","13","80.25387870239774","625","98","13","86.60084626234132","595","97","12","78.27926657263752"
,"710","116","13","85.75458392101551","669","93","13","83.77997179125529","669","116","13","87.44710860366713","599","98","13","85.75458392101551","717","98","13","83.07475317348378","632","102","13","77.574047954866","0","0","13","3.9492242595204514","680","95","13","80.67700987306064","692","93","13","86.45980253878702","698","90","12","78.84344146685473"
,"612","127","14","86.74188998589563","593","98","14","84.76727785613541","566","118","14","88.57545839210155","707","100","14","86.88293370944993","637","98","14","82.65162200282089","538","111","14","78.98448519040903","0","0","14","3.9492242595204514","609","99","14","80.95909732016925","631","95","14","86.74188998589563","611","96","13","79.40761636107193"
,"694","116","15","85.89562764456981","692","81","15","85.47249647390692","672","102","15","88.57545839210155","628","86","15","88.01128349788434","708","86","15","82.36953455571228","633","104","15","80.11283497884344","0","0","15","3.80818053596615","690","79","15","81.52327221438645","702","88","15","86.88293370944993","684","78","14","79.68970380818054"
,"622","111","15","86.03667136812412","609","73","15","85.75458392101551","592","96","15","88.43441466854725","688","78","15","87.72919605077574","644","79","15","82.65162200282089","538","102","15","80.53596614950635","0","0","15","3.6671368124118473","616","73","15","81.52327221438645","654","81","15","86.60084626234132","619","74","14","79.40761636107193"
,"707","118","18","85.89562764456981","697","80","15","85.89562764456981","712","110","18","87.87023977433005","619","86","17","87.87023977433005","716","92","18","83.21579689703809","637","117","18","82.08744710860366","0","0","17","3.385049365303244","693","74","18","82.79266572637518","723","84","17","86.03667136812412","706","78","17","80.25387870239774"
,"613","101","19","86.88293370944993","612","72","16","86.45980253878702","631","97","19","87.02397743300423","698","80","18","87.30606488011283","636","84","19","83.07475317348378","528","106","19","83.3568406205924","0","0","18","3.244005641748942","640","66","19","82.36953455571228","671","76","18","85.47249647390692","624","74","18","80.53596614950635"
,"683","96","19","87.87023977433005","680","64","16","87.16502115655854","728","93","19","86.45980253878702","627","77","18","87.30606488011283","726","77","19","82.51057827926658","631","98","19","84.20310296191819","0","0","18","3.244005641748942","713","62","19","82.79266572637518","720","69","18","85.61354019746122","710","68","18","80.53596614950635"
,"612","107","22","88.15232722143864","624","70","19","86.74188998589563","655","94","22","87.02397743300423","671","94","20","87.87023977433005","650","87","22","81.94640338504936","545","113","22","83.9210155148096","0","0","20","3.244005641748942","639","68","22","82.36953455571228","668","80","21","85.47249647390692","653","72","21","79.40761636107193"
,"681","98","23","87.58815232722144","717","67","20","86.03667136812412","685","89","23","85.61354019746122","594","89","21","87.87023977433005","712","85","23","81.94640338504936","643","109","23","84.9083215796897","0","0","21","3.244005641748942","716","62","23","81.80535966149506","707","71","22","84.9083215796897","706","60","22","78.98448519040903"
,"600","93","23","86.17771509167842","663","63","20","86.74188998589563","607","84","23","84.6262341325811","669","87","21","87.58815232722144","639","84","23","81.66431593794076","571","104","23","85.33145275035261","0","0","21","3.1029619181946404","651","59","23","82.08744710860366","655","67","22","84.4851904090268","653","57","22","78.56135401974612"
,"686","96","26","86.60084626234132","727","69","23","86.31875881523273","698","92","24","84.6262341325811","592","100","24","87.58815232722144","705","89","25","80.81805359661494","652","113","26","85.75458392101551","0","0","23","2.9619181946403383","726","65","26","81.80535966149506","725","71","25","83.9210155148096","707","67","24","76.8688293370945"
,"603","74","27","84.6262341325811","670","61","24","86.31875881523273","632","71","25","83.77997179125529","686","92","25","87.02397743300423","617","82","26","80.95909732016925","562","105","27","84.9083215796897","0","0","24","2.8208744710860367","673","64","27","82.22849083215797","670","71","26","83.63892806770099","629","67","25","76.5867418899859"
,"720","64","27","83.9210155148096","723","57","24","86.03667136812412","699","63","25","83.3568406205924","610","90","25","88.15232722143864","708","77","26","80.39492242595205","664","98","27","85.1904090267983","0","0","24","2.6798307475317347","720","63","27","82.51057827926658","695","70","26","83.21579689703809","698","64","25","76.3046544428773"
,"639","70","30","83.3568406205924","671","60","27","85.89562764456981","640","68","27","83.21579689703809","657","105","27","87.44710860366713","644","92","28","80.53596614950635","568","113","29","85.1904090267983","0","0","27","2.538787023977433","642","79","30","81.66431593794076","664","80","27","82.93370944992948","630","71","27","76.8688293370945"
,"707","61","31","82.79266572637518","717","57","28","85.47249647390692","704","64","28","82.51057827926658","566","97","28","86.88293370944993","715","89","29","80.39492242595205","670","105","30","85.1904090267983","0","0","28","2.538787023977433","687","77","31","81.38222849083215","690","81","28","81.52327221438645","694","71","28","76.4456981664316"
,"632","49","31","82.65162200282089","670","55","28","84.76727785613541","651","63","28","81.94640338504936","676","90","28","86.45980253878702","629","88","29","80.25387870239774","569","104","30","84.76727785613541","0","0","28","2.3977433004231314","604","74","31","80.53596614950635","633","79","28","81.10014104372355","637","70","28","75.03526093088858"
,"732","52","32","81.80535966149506","714","57","31","83.63892806770099","692","77","31","81.24118476727786","587","100","31","86.03667136812412","682","95","32","79.83074753173483","682","114","33","84.4851904090268","0","0","31","2.3977433004231314","703","79","33","79.97179125528913","684","88","30","80.25387870239774","695","81","31","74.61212976022567"
,"687","50","33","80.39492242595205","639","53","32","82.93370944992948","614","72","32","80.53596614950635","682","92","32","86.60084626234132","618","90","33","78.84344146685473","561","110","34","84.3441466854725","0","0","32","2.3977433004231314","613","73","34","79.83074753173483","628","87","31","80.39492242595205","605","76","32","75.59943582510579"
,"724","49","33","80.25387870239774","732","46","32","81.94640338504936","735","70","32","79.97179125528913","609","89","32","85.47249647390692","687","87","33","78.98448519040903","666","107","34","84.3441466854725","0","0","32","2.3977433004231314","692","71","34","79.12552891396332","680","86","31","80.25387870239774","697","74","32","75.45839210155148"
,"650","60","39","80.53596614950635","693","52","35","81.10014104372355","646","84","38","78.84344146685473","681","99","35","85.61354019746122","615","92","39","79.12552891396332","590","113","39","84.3441466854725","0","0","38","2.2566995768688294","608","86","41","78.27926657263752","641","98","37","80.25387870239774","619","84","39","74.89421720733426"
,"746","57","40","80.81805359661494","744","49","36","80.25387870239774","730","85","39","78.27926657263752","598","95","36","85.61354019746122","703","79","40","78.56135401974612","676","98","40","83.07475317348378","0","0","39","2.2566995768688294","713","81","42","77.71509167842031","702","88","38","79.83074753173483","704","83","40","74.33004231311706"
,"701","56","40","80.11283497884344","674","48","36","79.12552891396332","628","85","39","78.42031029619181","709","95","36","84.9083215796897","625","74","40","77.99717912552892","584","93","40","81.66431593794076","0","0","39","2.2566995768688294","653","79","42","76.7277856135402","677","82","38","79.26657263751763","629","83","40","74.33004231311706"
,"732","60","45","78.27926657263752","732","59","41","77.574047954866","679","92","44","77.85613540197461","630","105","40","85.61354019746122","686","89","46","77.574047954866","675","105","45","81.10014104372355","0","0","42","2.1156558533145273","688","86","48","75.59943582510579","716","85","42","78.98448519040903","658","95","43","74.61212976022567"
,"645","60","46","77.43300423131171","686","58","42","76.7277856135402","589","86","45","76.3046544428773","678","99","41","85.049365303244","614","88","47","77.0098730606488","563","97","46","80.95909732016925","0","0","43","1.8335684062059237","622","83","49","74.75317348377996","676","76","43","78.70239774330042","553","91","44","74.04795486600845"
,"715","57","46","75.45839210155148","691","58","42","75.74047954866009","678","86","45","74.89421720733426","587","99","41","84.6262341325811","714","87","47","77.0098730606488","654","87","46","79.68970380818054","0","0","43","1.5514809590973202","732","80","49","74.18899858956276","718","76","43","78.42031029619181","697","87","44","73.90691114245416"
,"657","71","49","74.61212976022567","603","69","44","74.89421720733426","575","94","50","73.76586741889986","656","118","46","84.76727785613541","607","105","51","76.16361071932299","543","87","53","78.98448519040903","0","0","46","1.5514809590973202","656","96","52","75.03526093088858","644","87","47","77.43300423131171","611","102","46","74.04795486600845"
,"702","65","50","73.48377997179125","703","68","45","73.34273624823695","671","87","51","72.49647390691113","550","115","47","84.6262341325811","668","101","52","76.5867418899859","641","81","54","77.71509167842031","0","0","47","1.5514809590973202","671","95","53","74.75317348377996","710","81","48","75.45839210155148","686","101","47","73.90691114245416"
,"652","63","50","71.93229901269393","651","68","45","72.91960507757405","570","79","51","72.49647390691113","638","114","47","83.77997179125529","574","96","52","76.8688293370945","587","76","54","76.0225669957687","0","0","47","1.5514809590973202","579","91","53","73.62482369534555","643","80","48","75.45839210155148","594","101","47","73.34273624823695"
