"BehaviorSpace results (NetLogo 6.2.0)"
"Wound infection model editted.nlogo"
"experiment"
"04/15/2021 21:51:57:373 -0400"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","1","1","1","1","2","2","2","2","3","3","3","3"
"Macrophage_response","Low",,,,"Low",,,,"Low",,,
"Immune-cell-infiltration","10",,,,"10",,,,"10",,,
"Neutrophil_response","Low",,,,"Low",,,,"Low",,,
"Prolif-rate","2",,,,"2",,,,"2",,,
"number-antibiotic-molecules","300",,,,"300",,,,"300",,,
"Initial-bacteria","25",,,,"25",,,,"25",,,
"prob-macrophage-killing","0.9",,,,"0.9",,,,"0.9",,,
"[reporter]","count bacteria","count neutrophils","count macrophages","count patches with [pcolor > 29] / 709 * 100","count bacteria","count neutrophils","count macrophages","count patches with [pcolor > 29] / 709 * 100","count bacteria","count neutrophils","count macrophages","count patches with [pcolor > 29] / 709 * 100"
"[final]","522","95","83","52.750352609308884","432","127","84","49.647390691114246","0","0","0","0"
"[min]","5","1","0","0","1","1","0","0","0","0","0","0"
"[max]","748","143","108","88.01128349788434","734","144","107","87.02397743300423","753","138","116","87.30606488011283"
"[mean]","598.9267277268942","80.8684429641965","74.85345545378851","49.49166714620755","494.20649458784345","90.98168193172356","79.06827643630308","44.88584383723486","59.50541215653622","13.361365528726061","12.570358034970857","6.251959756150548"
"[steps]","1200","1200","1200","1200","1200","1200","1200","1200","1200","1200","1200","1200"

"[all run data]","count bacteria","count neutrophils","count macrophages","count patches with [pcolor > 29] / 709 * 100","count bacteria","count neutrophils","count macrophages","count patches with [pcolor > 29] / 709 * 100","count bacteria","count neutrophils","count macrophages","count patches with [pcolor > 29] / 709 * 100"
,"614","121","7","72.35543018335684","682","125","7","67.98307475317348","700","115","7","68.5472496473907"
,"647","121","7","73.48377997179125","596","125","7","69.6755994358251","615","115","7","71.08603667136812"
,"604","124","8","75.17630465444289","678","138","8","72.21438645980254","654","129","8","73.20169252468264"
,"652","125","9","77.574047954866","588","139","9","73.62482369534555","569","130","9","75.03526093088858"
,"611","125","9","79.54866008462623","671","139","9","76.4456981664316","654","130","9","76.7277856135402"
,"651","143","10","82.36953455571228","574","144","10","77.99717912552892","566","138","10","77.85613540197461"
,"594","120","11","84.20310296191819","657","119","11","79.40761636107193","655","121","11","79.40761636107193"
,"653","105","11","85.1904090267983","575","110","11","80.67700987306064","568","109","11","80.95909732016925"
,"620","104","12","86.03667136812412","701","115","12","82.79266572637518","659","117","12","82.36953455571228"
,"670","98","13","86.45980253878702","614","104","13","83.77997179125529","577","103","13","82.79266572637518"
,"640","96","13","86.03667136812412","707","97","13","85.1904090267983","673","94","13","83.49788434414668"
,"679","113","14","87.30606488011283","615","102","14","86.17771509167842","597","98","14","84.3441466854725"
,"634","100","15","87.58815232722144","693","99","15","86.31875881523273","688","92","15","84.9083215796897"
,"680","92","15","88.01128349788434","606","94","15","86.88293370944993","614","87","15","84.9083215796897"
,"663","100","17","87.72919605077574","697","100","18","86.17771509167842","683","97","18","85.61354019746122"
,"687","100","18","87.72919605077574","623","85","19","86.74188998589563","602","87","19","85.61354019746122"
,"651","98","18","87.87023977433005","722","75","19","87.02397743300423","688","84","19","85.61354019746122"
,"669","106","20","87.58815232722144","644","79","21","86.74188998589563","589","93","22","86.03667136812412"
,"638","85","21","86.60084626234132","728","69","22","85.75458392101551","660","78","23","86.31875881523273"
,"690","74","21","86.88293370944993","657","66","22","85.1904090267983","586","75","23","87.30606488011283"
,"662","82","24","86.17771509167842","722","71","25","85.61354019746122","672","82","25","86.88293370944993"
,"683","78","25","85.75458392101551","642","69","26","84.3441466854725","594","71","26","86.17771509167842"
,"665","77","25","85.47249647390692","714","67","26","83.21579689703809","696","63","26","86.60084626234132"
,"672","87","28","84.3441466854725","643","71","29","81.66431593794076","628","75","27","85.47249647390692"
,"673","84","29","83.49788434414668","713","60","30","80.39492242595205","701","71","28","85.75458392101551"
,"662","82","29","83.21579689703809","647","53","30","79.12552891396332","619","71","28","84.76727785613541"
,"655","89","32","82.93370944992948","723","66","33","78.13822284908322","713","78","31","83.77997179125529"
,"669","81","33","82.51057827926658","643","61","34","77.1509167842031","627","74","32","83.63892806770099"
,"645","78","33","82.51057827926658","728","59","34","76.8688293370945","689","71","32","83.63892806770099"
,"658","90","35","81.80535966149506","669","65","38","77.29196050775741","606","85","38","83.49788434414668"
,"637","89","36","81.66431593794076","717","64","39","76.8688293370945","683","82","39","83.07475317348378"
,"662","89","36","80.39492242595205","630","64","39","75.74047954866009","596","81","39","82.93370944992948"
,"657","96","40","80.81805359661494","685","85","44","75.03526093088858","670","92","45","81.94640338504936"
,"696","90","41","81.24118476727786","591","82","45","75.59943582510579","574","86","46","81.10014104372355"
,"646","88","41","81.66431593794076","728","78","45","75.74047954866009","680","85","46","80.25387870239774"
,"654","91","46","80.53596614950635","618","90","49","74.61212976022567","574","97","51","79.68970380818054"
,"634","82","47","79.54866008462623","689","90","50","74.47108603667137","654","88","52","78.98448519040903"
,"679","77","47","78.98448519040903","578","90","50","73.34273624823695","541","82","52","76.8688293370945"
,"651","74","54","78.70239774330042","639","102","56","72.91960507757405","625","94","55","76.16361071932299"
,"681","72","55","77.29196050775741","521","98","57","73.34273624823695","508","90","56","74.75317348377996"
,"651","70","55","75.74047954866009","606","93","57","72.91960507757405","619","89","56","73.90691114245416"
,"676","77","60","75.31734837799718","505","102","60","72.49647390691113","499","96","60","73.76586741889986"
,"645","77","61","73.90691114245416","592","92","61","71.93229901269393","598","91","61","73.06064880112835"
,"677","73","61","73.06064880112835","502","86","61","70.66290550070522","486","88","61","72.35543018335684"
,"639","81","62","72.07334273624824","591","95","65","68.9703808180536","667","97","64","71.79125528913963"
,"659","70","63","70.80394922425953","491","77","66","67.27785613540198","538","89","65","71.36812411847673"
,"633","64","63","69.1114245416079","609","72","66","65.44428772919605","606","84","65","70.23977433004231"
,"666","72","67","68.26516220028209","509","79","68","64.73906911142454","495","92","69","68.9703808180536"
,"629","67","68","66.99576868829337","615","77","69","63.18758815232722","623","88","70","68.5472496473907"
,"650","65","68","65.30324400564174","520","77","69","62.34132581100141","516","85","70","66.85472496473906"
,"613","80","71","63.469675599435824","604","86","74","61.77715091678421","629","98","71","66.29055007052186"
,"637","75","72","63.04654442877292","494","82","75","60.9308885754584","512","91","72","65.02115655853315"
,"618","75","72","61.77715091678421","602","79","75","60.225669957686875","620","87","72","65.44428772919605"
,"635","84","76","61.49506346967561","499","93","79","58.956276445698165","510","99","77","63.89280677009873"
,"615","79","77","60.9308885754584","602","89","80","57.26375176304654","634","94","78","62.62341325811002"
,"621","79","77","59.09732016925246","495","84","80","55.289139633286325","506","88","78","61.77715091678421"
,"589","95","81","58.81523272214386","656","97","83","55.14809590973202","613","99","83","61.918194640338506"
,"610","92","82","56.98166431593794","531","90","84","56.69957686882934","473","95","84","61.0719322990127"
,"568","90","82","56.98166431593794","589","89","84","56.84062059238364","641","93","84","60.64880112834978"
,"651","105","84","55.99435825105783","468","104","85","57.68688293370945","502","103","87","61.77715091678421"
,"576","105","85","56.13540197461213","573","100","86","56.98166431593794","584","98","88","61.0719322990127"
,"586","105","85","55.712270803949224","450","99","86","56.98166431593794","462","95","88","60.78984485190409"
,"538","112","87","56.276445698166434","530","114","89","56.84062059238364","598","102","91","59.80253878702398"
,"547","101","88","57.122708039492245","416","106","90","56.41748942172073","483","87","92","58.392101551480955"
,"535","90","88","56.13540197461213","531","102","90","55.85331452750353","604","83","92","57.68688293370945"
,"565","103","93","54.86600846262342","411","120","92","54.01974612129761","478","91","93","56.558533145275035"
,"533","93","94","53.73765867418901","533","117","93","53.032440056417485","586","81","94","56.41748942172073"
,"561","86","94","52.750352609308884","419","114","93","51.90409026798307","461","75","94","57.26375176304654"
,"535","96","97","51.48095909732017","524","127","94","51.33991537376586","562","89","98","55.99435825105783"
,"561","93","98","50.49365303244006","404","119","95","50.77574047954866","443","84","99","55.00705218617772"
,"535","89","98","50.21156558533145","537","115","95","50.49365303244006","571","77","99","53.45557122708039"
,"621","97","101","49.22425952045134","402","128","97","50.49365303244006","449","82","102","52.60930888575458"
,"631","95","102","47.672778561354015","502","113","98","51.05782792665726","567","75","103","50.634696755994355"
,"581","90","102","47.39069111424541","388","103","98","49.083215796897036","457","70","103","49.365303244005645"
,"637","100","105","46.262341325811","495","107","100","49.365303244005645","568","83","108","47.81382228490832"
,"673","96","106","46.685472496473906","372","102","101","48.37799717912553","441","83","109","46.403385049365305"
,"589","94","106","46.403385049365305","564","97","101","49.083215796897036","547","82","109","44.56981664315938"
,"586","96","107","46.5444287729196","425","112","104","49.92947813822285","414","86","113","43.723554301833566"
,"557","90","108","46.82651622002821","580","108","105","49.22425952045134","564","83","114","43.30042313117066"
,"654","85","108","45.55712270803949","449","106","105","48.66008462623414","433","79","114","41.74894217207334"
,"587","84","108","44.00564174894217","517","118","107","46.82651622002821","492","96","116","40.90267983074753"
,"607","70","105","42.59520451339915","377","109","103","48.66008462623414","362","90","116","41.18476727785614"
,"587","66","105","41.889985895627646","470","105","101","48.09590973201692","429","80","114","39.63328631875881"
,"602","75","107","42.73624823695346","408","119","104","47.10860366713681","311","87","116","38.928067700987306"
,"582","72","105","42.73624823695346","516","110","102","47.249647390691116","392","81","115","37.37658674188998"
,"603","71","103","43.01833568406206","395","105","101","46.685472496473906","355","79","113","34.83779971791255"
,"589","76","102","42.877291960507755","516","117","105","45.839210155148095","421","92","110","34.132581100141046"
,"692","75","98","42.17207334273625","459","108","101","45.6981664315938","322","82","108","32.29901269393512"
,"621","74","97","41.32581100141044","546","105","100","44.851904090267986","400","77","104","30.6064880112835"
,"612","84","100","41.607898448519045","396","124","101","46.262341325811","294","83","106","30.32440056417489"
,"582","74","99","43.15937940761636","483","109","99","45.9802538787024","362","78","105","27.785613540197463"
,"663","66","95","44.42877291960507","433","106","97","43.441466854724965","261","76","105","27.50352609308886"
,"600","70","96","44.42877291960507","526","118","97","44.287729196050776","355","97","108","27.50352609308886"
,"597","68","93","44.42877291960507","408","111","95","43.15937940761636","251","95","105","27.644569816643163"
,"570","66","91","44.00564174894217","527","102","94","43.58251057827927","338","94","103","27.362482369534558"
,"657","76","92","43.30042313117066","402","117","95","43.58251057827927","235","103","103","26.939351198871652"
,"598","69","91","43.58251057827927","515","106","91","44.14668547249647","313","98","103","26.234132581100138"
,"595","64","88","43.723554301833566","455","100","91","43.86459802538787","200","96","102","27.221438645980257"
,"570","72","88","42.73624823695346","545","110","92","44.287729196050776","255","113","102","28.49083215796897"
,"583","62","87","41.74894217207334","426","105","91","44.00564174894217","173","101","101","27.785613540197463"
,"571","60","87","41.32581100141044","552","102","88","43.86459802538787","229","94","99","26.657263751763043"
,"593","68","87","41.32581100141044","417","110","90","43.58251057827927","141","103","100","25.52891396332863"
,"592","66","86","40.90267983074753","546","96","87","43.441466854724965","187","101","99","24.682651622002822"
,"620","66","85","40.90267983074753","436","91","86","42.45416078984485","120","101","99","23.1311706629055"
,"600","74","87","41.04372355430183","562","104","87","43.723554301833566","143","121","103","23.1311706629055"
,"682","73","85","42.877291960507755","441","101","83","43.723554301833566","88","113","100","21.861777150916783"
,"626","67","84","44.14668547249647","577","97","82","44.00564174894217","108","110","99","19.040902679830747"
,"615","77","84","44.71086036671368","454","104","83","43.723554301833566","53","116","100","18.194640338504936"
,"611","77","82","44.71086036671368","579","99","80","45.6981664315938","54","110","96","16.07898448519041"
,"614","75","82","45.839210155148095","496","98","79","47.39069111424541","30","105","96","13.963328631875882"
,"582","80","83","46.262341325811","562","110","80","49.78843441466855","32","121","97","11.42454160789845"
,"580","75","82","47.53173483779972","437","106","79","51.198871650211565","16","121","95","8.744710860366714"
,"562","71","82","49.22425952045134","558","101","78","52.32722143864598","15","116","95","6.911142454160791"
,"543","88","83","50.49365303244006","418","107","80","52.89139633286318","9","123","95","5.359661495063469"
,"534","86","81","52.04513399153738","546","98","79","52.60930888575458","7","112","95","4.231311706629055"
,"553","84","81","52.468265162200275","437","92","78","51.33991537376586","4","109","92","3.244005641748942"
,"544","87","80","51.76304654442877","574","107","82","50.634696755994355","0","129","92","2.538787023977433"
,"552","86","78","52.468265162200275","435","95","80","52.750352609308884","0","121","91","2.2566995768688294"
,"553","86","75","52.186177715091674","571","87","79","52.468265162200275","0","113","91","1.8335684062059237"
,"543","99","76","52.32722143864598","458","103","80","53.45557122708039","0","119","94","1.692524682651622"
,"544","89","71","52.186177715091674","592","99","78","53.5966149506347","0","112","93","1.4104372355430184"
,"561","85","71","52.186177715091674","480","95","78","53.73765867418901","0","109","91","0.9873060648801129"
,"573","88","73","51.90409026798307","611","110","79","53.73765867418901","0","123","93","0.7052186177715092"
,"586","84","72","51.62200282087447","472","107","78","54.01974612129761","0","108","94","0.5641748942172073"
,"639","82","71","51.198871650211565","595","103","77","54.58392101551481","0","102","93","0.4231311706629055"
,"597","88","75","52.186177715091674","450","117","80","57.40479548660085","0","110","97","0.2820874471086037"
,"594","75","75","52.32722143864598","555","113","79","57.54583921015515","0","104","95","0.2820874471086037"
,"600","71","72","51.48095909732017","442","102","79","55.85331452750353","0","102","91","0.14104372355430184"
,"596","89","73","51.62200282087447","558","116","82","56.69957686882934","0","108","93","0.14104372355430184"
,"579","84","73","51.62200282087447","439","109","82","55.14809590973202","0","99","92","0.14104372355430184"
,"591","78","73","50.634696755994355","620","104","81","56.69957686882934","0","93","89","0.14104372355430184"
,"648","87","76","50.916784203102964","473","115","86","57.96897038081805","0","104","91","0.14104372355430184"
,"609","81","74","51.05782792665726","560","105","86","58.25105782792666","0","87","90","0.14104372355430184"
,"605","80","73","51.198871650211565","446","102","85","56.98166431593794","0","86","89","0"
,"586","95","77","52.750352609308884","560","112","88","56.13540197461213","0","98","93","0"
,"579","87","77","52.186177715091674","416","101","87","57.40479548660085","0","90","87","0"
,"587","83","75","51.76304654442877","528","88","86","56.558533145275035","0","87","86","0"
,"603","89","74","51.33991537376586","417","99","87","55.712270803949224","0","99","87","0"
,"620","90","74","50.77574047954866","536","94","88","53.878702397743304","0","95","87","0"
,"681","86","74","50.21156558533145","416","91","88","53.31452750352609","0","94","84","0"
,"643","95","77","50.07052186177715","526","101","88","51.48095909732017","0","100","86","0"
,"635","83","75","50.634696755994355","420","91","86","49.365303244005645","0","92","84","0"
,"633","83","74","50.49365303244006","597","88","83","48.94217207334274","0","85","81","0"
,"625","92","75","49.92947813822285","472","93","86","48.66008462623414","0","93","83","0"
,"623","87","72","50.07052186177715","583","83","84","49.083215796897036","0","82","80","0"
,"634","85","71","48.801128349788435","468","79","83","49.083215796897036","0","76","79","0"
,"626","93","73","49.78843441466855","595","89","87","49.647390691114246","0","71","80","0"
,"630","92","74","49.50634696755994","477","81","87","49.083215796897036","0","55","79","0"
,"624","91","72","48.801128349788435","619","81","85","47.81382228490832","0","49","79","0"
,"623","98","76","48.66008462623414","490","99","86","47.53173483779972","0","52","81","0"
,"630","89","76","49.365303244005645","615","95","86","47.39069111424541","0","37","75","0"
,"637","81","74","48.801128349788435","494","95","85","47.672778561354015","0","33","74","0"
,"637","93","76","47.81382228490832","629","104","86","47.39069111424541","0","32","76","0"
,"700","85","77","47.10860366713681","500","102","82","46.685472496473906","0","29","76","0"
,"663","80","76","46.403385049365305","634","97","82","47.53173483779972","0","28","76","0"
,"650","89","81","46.96755994358251","502","117","82","48.23695345557123","0","34","81","0"
,"630","88","80","45.6981664315938","615","112","80","48.66008462623414","0","27","80","0"
,"621","87","77","45.6981664315938","491","109","80","48.09590973201692","0","24","77","0"
,"605","96","79","45.41607898448519","619","114","81","49.647390691114246","0","23","80","0"
,"601","83","79","45.41607898448519","490","107","79","50.21156558533145","0","19","79","0"
,"604","77","79","44.42877291960507","624","104","79","52.04513399153738","0","16","77","0"
,"603","84","81","45.27503526093089","504","108","81","52.89139633286318","0","16","78","0"
,"610","82","80","44.99294781382229","613","81","81","53.45557122708039","0","8","76","0"
,"618","80","79","45.27503526093089","490","72","81","52.468265162200275","0","2","76","0"
,"624","83","79","44.71086036671368","598","77","84","51.62200282087447","0","0","79","0"
,"624","76","79","45.13399153737659","474","72","82","50.916784203102964","0","0","78","0"
,"699","69","79","44.56981664315938","604","70","82","50.352609308885754","0","0","78","0"
,"654","81","80","44.14668547249647","500","79","84","49.365303244005645","0","0","80","0"
,"649","80","80","43.441466854724965","616","74","83","48.66008462623414","0","0","77","0"
,"627","79","79","43.30042313117066","496","71","82","48.37799717912553","0","0","76","0"
,"625","81","82","43.441466854724965","617","79","84","47.95486600846262","0","0","78","0"
,"593","75","81","43.58251057827927","498","73","84","47.81382228490832","0","0","75","0"
,"609","70","80","43.30042313117066","622","71","84","48.801128349788435","0","0","74","0"
,"586","77","80","43.01833568406206","517","78","85","48.51904090267983","0","0","74","0"
,"669","70","79","43.723554301833566","631","72","84","49.22425952045134","0","0","73","0"
,"619","65","78","43.01833568406206","514","64","84","48.94217207334274","0","0","70","0"
,"620","70","81","42.17207334273625","618","70","86","50.352609308885754","0","0","70","0"
,"598","67","80","41.18476727785614","518","59","84","48.66008462623414","0","0","68","0"
,"686","63","79","41.74894217207334","644","56","83","47.39069111424541","0","0","65","0"
,"629","74","81","41.18476727785614","534","59","87","47.39069111424541","0","0","65","0"
,"632","65","81","40.62059238363893","638","55","86","46.262341325811","0","0","65","0"
,"606","62","81","40.90267983074753","538","53","84","44.00564174894217","0","0","64","0"
,"614","68","82","41.18476727785614","659","60","84","42.17207334273625","0","0","63","0"
,"604","67","81","40.62059238363893","555","60","82","40.19746121297602","0","0","62","0"
,"634","67","80","40.90267983074753","667","60","80","38.3638928067701","0","0","60","0"
,"611","74","83","42.17207334273625","548","73","83","37.37658674188998","0","0","59","0"
,"686","74","82","43.30042313117066","660","73","80","37.65867418899859","0","0","52","0"
,"616","72","80","43.58251057827927","548","69","79","38.081805359661494","0","0","52","0"
,"612","86","82","45.27503526093089","628","77","82","38.2228490832158","0","0","52","0"
,"644","83","82","46.685472496473906","511","75","81","39.06911142454161","0","0","52","0"
,"639","83","82","47.672778561354015","607","73","81","39.35119887165021","0","0","52","0"
,"683","85","83","47.53173483779972","495","94","84","39.77433004231312","0","0","51","0"
,"648","78","82","47.672778561354015","600","92","84","40.479548660084625","0","0","48","0"
,"630","73","79","48.23695345557123","475","92","82","41.889985895627646","0","0","46","0"
,"628","82","80","48.801128349788435","560","101","85","43.86459802538787","0","0","45","0"
,"610","81","79","48.66008462623414","498","94","83","43.30042313117066","0","0","43","0"
,"627","80","78","48.801128349788435","598","93","83","42.73624823695346","0","0","42","0"
,"600","85","81","47.53173483779972","474","98","83","43.30042313117066","0","0","42","0"
,"613","82","80","47.39069111424541","595","85","80","42.17207334273625","0","0","40","0"
,"606","78","80","47.39069111424541","483","75","79","42.03102961918195","0","0","40","0"
,"691","89","82","47.39069111424541","680","72","80","42.03102961918195","0","0","40","0"
,"634","75","81","48.37799717912553","561","66","78","44.14668547249647","0","0","40","0"
,"637","71","80","48.66008462623414","637","59","78","43.58251057827927","0","0","39","0"
,"623","74","81","49.22425952045134","519","71","82","44.56981664315938","0","0","38","0"
,"640","73","79","48.66008462623414","637","68","83","44.851904090267986","0","0","37","0"
,"628","72","78","47.81382228490832","527","65","83","44.56981664315938","0","0","36","0"
,"640","90","80","48.801128349788435","636","73","84","43.723554301833566","0","0","36","0"
,"669","91","79","49.647390691114246","533","73","82","42.73624823695346","0","0","31","0"
,"651","89","79","50.634696755994355","635","72","82","42.73624823695346","0","0","31","0"
,"612","95","80","52.186177715091674","568","86","84","44.71086036671368","0","0","29","0"
,"679","90","80","53.032440056417485","621","85","83","45.55712270803949","0","0","24","0"
,"615","88","80","52.60930888575458","572","85","82","45.6981664315938","0","0","23","0"
,"608","98","83","52.89139633286318","634","86","83","43.58251057827927","0","0","23","0"
,"587","91","82","53.032440056417485","516","80","81","43.86459802538787","0","0","22","0"
,"611","79","80","52.32722143864598","603","78","79","44.14668547249647","0","0","19","0"
,"610","82","80","51.90409026798307","501","87","80","43.441466854724965","0","0","19","0"
,"608","81","80","52.186177715091674","607","73","78","43.01833568406206","0","0","16","0"
,"596","78","79","51.76304654442877","516","64","78","42.45416078984485","0","0","12","0"
,"593","87","81","51.76304654442877","641","68","81","41.32581100141044","0","0","12","0"
,"569","75","81","52.750352609308884","537","64","80","40.05641748942172","0","0","9","0"
,"576","70","80","52.60930888575458","647","59","78","39.35119887165021","0","0","8","0"
,"590","74","83","50.77574047954866","533","76","81","39.77433004231312","0","0","7","0"
,"590","68","82","49.92947813822285","617","76","82","40.33850493653032","0","0","7","0"
,"597","62","81","48.66008462623414","507","75","80","39.492242595204516","0","0","5","0"
,"676","74","80","48.51904090267983","610","88","83","39.492242595204516","0","0","4","0"
,"632","75","81","48.23695345557123","552","86","83","39.63328631875881","0","0","1","0"
,"622","75","81","47.53173483779972","698","86","82","40.33850493653032","0","0","0","0"
,"588","82","85","47.672778561354015","558","106","85","41.46685472496474","0","0","0","0"
,"590","80","84","48.37799717912553","632","104","86","41.889985895627646","0","0","0","0"
,"586","78","84","48.66008462623414","505","102","84","41.74894217207334","0","0","0","0"
,"592","94","85","47.95486600846262","611","110","88","42.73624823695346","0","0","0","0"
,"649","89","84","47.672778561354015","485","103","87","42.877291960507755","0","0","0","0"
,"618","88","83","48.09590973201692","657","101","86","44.287729196050776","0","0","0","0"
,"587","95","85","47.53173483779972","521","110","87","46.685472496473906","0","0","0","0"
,"584","91","85","48.66008462623414","645","92","87","47.95486600846262","0","0","0","0"
,"570","91","84","49.22425952045134","519","84","86","46.5444287729196","0","0","0","0"
,"566","98","85","48.51904090267983","600","89","88","45.55712270803949","0","0","0","0"
,"555","83","83","50.07052186177715","487","85","88","45.13399153737659","0","0","0","0"
,"554","76","82","50.352609308885754","655","85","88","44.71086036671368","0","0","0","0"
,"543","93","85","51.33991537376586","525","97","90","43.58251057827927","0","0","0","0"
,"542","91","85","51.76304654442877","575","91","89","42.59520451339915","0","0","0","0"
,"539","87","83","49.365303244005645","441","87","89","43.86459802538787","0","0","0","0"
,"534","98","86","49.083215796897036","517","93","89","43.723554301833566","0","0","0","0"
,"540","95","85","48.66008462623414","401","90","88","44.287729196050776","0","0","0","0"
